OBJECTID,ZIP_CODE,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
3395,23083,3395,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
3396,23084,3396,1,0.008782091,0.296345919,0.296345919,0,0.296345919,0,0.296345919
3397,23085,3397,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
3398,23086,3398,4,0.035128364,0,0.20954822,0.20954822,0.108947741,0.07546239,0.435790963
3399,23089,3399,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
3400,23091,3400,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3401,23093,3401,7,0.061474637,0.132529929,0.337886333,0.205356404,0.255543545,0.070386234,1.788804814
3402,23102,3402,2,0.017564182,0.265059859,0.296345919,0.031286061,0.280702889,0.01564303,0.561405778
3403,23103,3403,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3404,23106,3404,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3405,23111,3405,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3406,23113,3406,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3407,23114,3407,1,0.008782091,0,0,0,0,0,0
3408,23116,3408,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3409,23117,3409,3,0.026346273,0.386387825,0.397589773,0.011201948,0.39385579,0.005280649,1.181567371
3410,23120,3410,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
3411,23123,3411,1,0.008782091,0.337886333,0.337886333,0,0.337886333,0,0.337886333
3412,23124,3412,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3413,23130,3413,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
3414,23139,3414,8,0.070256728,0.187425628,0.386387825,0.198962197,0.291620575,0.062258397,2.332964599
3415,23140,3415,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
3416,23141,3416,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3417,23146,3417,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3418,23148,3418,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3419,23149,3419,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
3420,23150,3420,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3421,23153,3421,1,0.008782091,0.386387825,0.386387825,0,0.386387825,0,0.386387825
3422,23156,3422,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
3423,23168,3423,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3424,23175,3424,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
3425,23176,3425,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3426,23181,3426,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
3427,23185,3427,4,0.035128364,0,0.093712814,0.093712814,0.023428204,0.040578839,0.093712814
3428,23188,3428,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3429,23192,3429,2,0.017564182,0.20954822,0.265059859,0.055511639,0.237304039,0.027755819,0.474608079
3430,23223,3430,1,0.008782091,0,0,0,0,0,0
3431,23229,3431,1,0.008782091,0,0,0,0,0,0
3432,23230,3432,1,0.008782091,0,0,0,0,0,0
3433,23231,3433,3,0.026346273,0.093712814,0.132529929,0.038817115,0.106651853,0.018298564,0.319955558
3434,23233,3434,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3435,23234,3435,1,0.008782091,0,0,0,0,0,0
3436,23235,3436,1,0.008782091,0,0,0,0,0,0
3437,23237,3437,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3438,23238,3438,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3439,23301,3439,1,0.008782091,0.337886333,0.337886333,0,0.337886333,0,0.337886333
3440,23306,3440,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3441,23308,3441,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3442,23310,3442,6,0.052692546,0.132529929,0.296345919,0.16381599,0.219422723,0.05552055,1.316536337
3443,23314,3443,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3444,23315,3444,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3445,23320,3445,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3446,23321,3446,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3447,23322,3447,3,0.026346273,0.093712814,0.132529929,0.038817115,0.119590891,0.018298564,0.358772673
3448,23323,3448,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
3449,23325,3449,1,0.008782091,0,0,0,0,0,0
3450,23336,3450,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3451,23354,3451,1,0.008782091,0,0,0,0,0,0
3452,23357,3452,1,0.008782091,0.296345919,0.296345919,0,0.296345919,0,0.296345919
3453,23405,3453,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3454,23410,3454,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3455,23415,3455,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3456,23416,3456,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3457,23417,3457,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
3458,23418,3458,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
3459,23420,3459,3,0.026346273,0.132529929,0.20954822,0.077018291,0.176501259,0.032377571,0.529503778
3460,23421,3460,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
3461,23430,3461,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
3462,23432,3462,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3463,23434,3463,6,0.052692546,0,0.132529929,0.132529929,0.068944729,0.050646163,0.413668372
3464,23435,3464,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3465,23437,3465,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3466,23442,3466,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3467,23451,3467,2,0.017564182,0,0,0,0,0,0
3468,23452,3468,1,0.008782091,0,0,0,0,0,0
3469,23455,3469,1,0.008782091,0,0,0,0,0,0
3470,23456,3470,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
3471,23457,3471,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3472,23464,3472,1,0.008782091,0,0,0,0,0,0
3473,23487,3473,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3474,23513,3474,1,0.008782091,0,0,0,0,0,0
3475,23602,3475,1,0.008782091,0,0,0,0,0,0
3476,23605,3476,1,0.008782091,0,0,0,0,0,0
3477,23607,3477,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3478,23662,3478,1,0.008782091,0,0,0,0,0,0
3479,23690,3479,1,0.008782091,0,0,0,0,0,0
3480,23693,3480,1,0.008782091,0,0,0,0,0,0
3481,23696,3481,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3482,23703,3482,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3483,23707,3483,1,0.008782091,0,0,0,0,0,0
3484,23803,3484,1,0.008782091,0,0,0,0,0,0
3485,23805,3485,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
3486,23821,3486,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3487,23824,3487,7,0.061474637,0,0.20954822,0.20954822,0.121351334,0.063973596,0.849459335
3488,23827,3488,2,0.017564182,0.28113842,0.296345919,0.015207499,0.28874217,0.00760375,0.577484339
3489,23829,3489,2,0.017564182,0.28113842,0.28113842,0,0.28113842,0,0.56227684
3490,23830,3490,3,0.026346273,0.187425628,0.187425628,0,0.187425628,0,0.562276885
3491,23832,3491,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
3492,23833,3492,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3493,23834,3493,1,0.008782091,0,0,0,0,0,0
3494,23836,3494,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3495,23837,3495,4,0.035128364,0.093712814,0.296345919,0.202633105,0.196758145,0.072088048,0.787032582
3496,23838,3496,4,0.035128364,0.093712814,0.20954822,0.115835406,0.155804148,0.045511994,0.623216592
3497,23839,3497,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
3498,23840,3498,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3499,23841,3499,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
3500,23842,3500,5,0.043910455,0,0.187425628,0.187425628,0.101476237,0.061269238,0.507381186
3501,23843,3501,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3502,23844,3502,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3503,23846,3503,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3504,23847,3504,7,0.061474637,0,0.132529929,0.132529929,0.096961176,0.043471721,0.67872823
3505,23850,3505,2,0.017564182,0.28113842,0.28113842,0,0.28113842,0,0.56227684
3506,23851,3506,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3507,23856,3507,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3508,23860,3508,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3509,23866,3509,3,0.026346273,0.132529929,0.20954822,0.077018291,0.176501259,0.032377571,0.529503778
3510,23867,3510,4,0.035128364,0.093712814,0.20954822,0.115835406,0.155804148,0.045511994,0.623216592
3511,23868,3511,4,0.035128364,0,0.132529929,0.132529929,0.089693168,0.054154866,0.358772673
3512,23872,3512,4,0.035128364,0.20954822,0.296345919,0.086797699,0.245125555,0.0372572,0.980502218
3513,23874,3513,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3514,23876,3514,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3515,23878,3515,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3516,23881,3516,5,0.043910455,0.132529929,0.28113842,0.148608491,0.218356124,0.057067756,1.091780618
3517,23882,3517,4,0.035128364,0.187425628,0.28113842,0.093712792,0.235793032,0.03853877,0.943172127
3518,23883,3518,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3519,23885,3519,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3520,23888,3520,2,0.017564182,0.20954822,0.265059859,0.055511639,0.237304039,0.027755819,0.474608079
3521,23889,3521,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3522,23890,3522,7,0.061474637,0.20954822,0.296345919,0.086797699,0.262607702,0.03597111,1.838253915
3523,23893,3523,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3524,23897,3524,1,0.008782091,0.296345919,0.296345919,0,0.296345919,0,0.296345919
3525,23898,3525,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
3526,23901,3526,6,0.052692546,0,0.132529929,0.132529929,0.097502569,0.046932972,0.585015416
3527,23917,3527,3,0.026346273,0.187425628,0.20954822,0.022122592,0.194799826,0.01042869,0.584399477
3528,23919,3528,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3529,23920,3529,4,0.035128364,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.452485487
3530,23921,3530,3,0.026346273,0.187425628,0.28113842,0.093712792,0.226037423,0.039995351,0.678112268
3531,23922,3531,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
3532,23923,3532,2,0.017564182,0.265059859,0.337886333,0.072826475,0.301473096,0.036413237,0.602946192
3533,23924,3533,4,0.035128364,0.20954822,0.265059859,0.055511639,0.22342613,0.024037245,0.893704519
3534,23927,3534,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3535,23930,3535,3,0.026346273,0.093712814,0.093712814,0,0.093712814,0,0.281138442
3536,23934,3536,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3537,23936,3537,6,0.052692546,0.187425628,0.296345919,0.108920291,0.255977328,0.042484932,1.535863966
3538,23937,3538,1,0.008782091,0.296345919,0.296345919,0,0.296345919,0,0.296345919
3539,23938,3539,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3540,23942,3540,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3541,23944,3541,4,0.035128364,0.132529929,0.20954822,0.077018291,0.165508427,0.033893324,0.662033707
3542,23947,3542,5,0.043910455,0.20954822,0.337886333,0.128338113,0.289345333,0.048412455,1.446726665
3543,23950,3543,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3544,23952,3544,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
3545,23954,3545,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
3546,23958,3546,2,0.017564182,0.28113842,0.296345919,0.015207499,0.28874217,0.00760375,0.577484339
3547,23959,3547,1,0.008782091,0.386387825,0.386387825,0,0.386387825,0,0.386387825
3548,23960,3548,3,0.026346273,0.093712814,0.20954822,0.115835406,0.163562221,0.050209939,0.490686662
3549,23962,3549,2,0.017564182,0.265059859,0.337886333,0.072826475,0.301473096,0.036413237,0.602946192
3550,23963,3550,2,0.017564182,0.337886333,0.386387825,0.048501492,0.362137079,0.024250746,0.724274158
3551,23964,3551,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
3552,23966,3552,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
3553,23967,3553,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
3554,23968,3554,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3555,23970,3555,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
3556,23974,3556,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
3557,24012,3557,1,0.008782091,0,0,0,0,0,0
3558,24014,3558,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3559,24017,3559,1,0.008782091,0,0,0,0,0,0
3560,24018,3560,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3561,24053,3561,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3562,24054,3562,4,0.035128364,0.093712814,0.20954822,0.115835406,0.155804148,0.045511994,0.623216592
3563,24055,3563,3,0.026346273,0.093712814,0.187425628,0.093712814,0.124950419,0.044176644,0.374851257
3564,24060,3564,5,0.043910455,0,0.132529929,0.132529929,0.090497097,0.048464264,0.452485487
3565,24064,3565,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3566,24065,3566,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3567,24066,3567,5,0.043910455,0.132529929,0.265059859,0.132529929,0.20524689,0.042239441,1.026234448
3568,24067,3568,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
3569,24069,3569,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3570,24070,3570,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
3571,24072,3571,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3572,24073,3572,2,0.017564182,0,0,0,0,0,0
3573,24076,3573,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3574,24078,3574,1,0.008782091,0,0,0,0,0,0
3575,24079,3575,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3576,24084,3576,4,0.035128364,0.093712814,0.20954822,0.115835406,0.146099869,0.052967723,0.584399477
3577,24085,3577,5,0.043910455,0.093712814,0.20954822,0.115835406,0.132406741,0.042297229,0.662033707
3578,24086,3578,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3579,24087,3579,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
3580,24088,3580,3,0.026346273,0.132529929,0.265059859,0.132529929,0.202379336,0.054342066,0.607138008
3581,24090,3581,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
3582,24091,3582,4,0.035128364,0.187425628,0.20954822,0.022122592,0.204017572,0.009579363,0.816070288
3583,24092,3583,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3584,24095,3584,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3585,24101,3585,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3586,24102,3586,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3587,24104,3587,2,0.017564182,0.20954822,0.28113842,0.0715902,0.24534332,0.0357951,0.49068664
3588,24105,3588,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3589,24112,3589,4,0.035128364,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.452485487
3590,24120,3590,3,0.026346273,0.132529929,0.20954822,0.077018291,0.176501259,0.032377571,0.529503778
3591,24121,3591,3,0.026346273,0.132529929,0.296345919,0.16381599,0.212808023,0.066917309,0.638424069
3592,24122,3592,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3593,24124,3593,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
3594,24127,3594,6,0.052692546,0.093712814,0.20954822,0.115835406,0.17003174,0.04273789,1.02019044
3595,24128,3595,3,0.026346273,0.187425628,0.20954822,0.022122592,0.194799826,0.01042869,0.584399477
3596,24131,3596,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
3597,24133,3597,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3598,24134,3598,2,0.017564182,0,0.132529929,0.132529929,0.066264965,0.066264965,0.132529929
3599,24136,3599,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3600,24137,3600,3,0.026346273,0.20954822,0.265059859,0.055511639,0.2280521,0.026168437,0.684156299
3601,24138,3601,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3602,24139,3602,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3603,24141,3603,3,0.026346273,0,0.132529929,0.132529929,0.075414248,0.055630769,0.226242743
3604,24149,3604,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3605,24150,3605,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3606,24151,3606,5,0.043910455,0,0.20954822,0.20954822,0.105900756,0.067770158,0.529503778
3607,24153,3607,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
3608,24161,3608,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3609,24162,3609,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3610,24171,3610,6,0.052692546,0,0.20954822,0.20954822,0.123175333,0.072934105,0.739051998
3611,24174,3611,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3612,24175,3612,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
3613,24176,3613,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3614,24179,3614,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
3615,24184,3615,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
3616,24185,3616,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3617,24202,3617,5,0.043910455,0,0.093712814,0.093712814,0.056227688,0.045909715,0.281138442
3618,24210,3618,4,0.035128364,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.452485487
3619,24211,3619,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3620,24216,3620,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
3621,24217,3621,2,0.017564182,0.20954822,0.20954822,0,0.20954822,0,0.41909644
3622,24219,3622,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3623,24220,3623,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3624,24221,3624,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3625,24224,3625,3,0.026346273,0.187425628,0.20954822,0.022122592,0.194799826,0.01042869,0.584399477
3626,24225,3626,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3627,24226,3627,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3628,24228,3628,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
3629,24230,3629,3,0.026346273,0.093712814,0.187425628,0.093712814,0.156188024,0.044176644,0.468564071
3630,24236,3630,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3631,24237,3631,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3632,24243,3632,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3633,24244,3633,6,0.052692546,0.093712814,0.265059859,0.171347044,0.192120062,0.051081238,1.152720369
3634,24245,3634,2,0.017564182,0.093712814,0.20954822,0.115835406,0.151630517,0.057917703,0.303261034
3635,24248,3635,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
3636,24250,3636,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
3637,24251,3637,4,0.035128364,0.093712814,0.20954822,0.115835406,0.155804148,0.045511994,0.623216592
3638,24256,3638,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3639,24258,3639,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3640,24260,3640,3,0.026346273,0.093712814,0.132529929,0.038817115,0.106651853,0.018298564,0.319955558
3641,24263,3641,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
3642,24265,3642,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3643,24266,3643,2,0.017564182,0,0.132529929,0.132529929,0.066264965,0.066264965,0.132529929
3644,24270,3644,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3645,24271,3645,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
3646,24272,3646,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3647,24273,3647,2,0.017564182,0,0,0,0,0,0
3648,24277,3648,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
3649,24279,3649,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
3650,24280,3650,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3651,24281,3651,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
3652,24283,3652,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
3653,24292,3653,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3654,24293,3654,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
3655,24301,3655,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
3656,24311,3656,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3657,24312,3657,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3658,24314,3658,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
3659,24315,3659,3,0.026346273,0.187425628,0.20954822,0.022122592,0.202174023,0.01042869,0.606522068
3660,24317,3660,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3661,24318,3661,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
3662,24319,3662,3,0.026346273,0.132529929,0.187425628,0.054895699,0.169127062,0.025878081,0.507381186
3663,24322,3663,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
3664,24325,3664,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
3665,24326,3665,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
3666,24328,3666,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3667,24330,3667,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3668,24333,3668,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
3669,24340,3669,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3670,24343,3670,4,0.035128364,0.20954822,0.296345919,0.086797699,0.263023105,0.032795908,1.052092418
3671,24347,3671,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
3672,24348,3672,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
3673,24350,3673,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3674,24352,3674,1,0.008782091,0.296345919,0.296345919,0,0.296345919,0,0.296345919
3675,24354,3675,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
3676,24360,3676,3,0.026346273,0.187425628,0.20954822,0.022122592,0.202174023,0.01042869,0.606522068
3677,24361,3677,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
3678,24363,3678,3,0.026346273,0.187425628,0.20954822,0.022122592,0.202174023,0.01042869,0.606522068
3679,24366,3679,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3680,24368,3680,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
3681,24370,3681,4,0.035128364,0.093712814,0.20954822,0.115835406,0.155804148,0.045511994,0.623216592
3682,24375,3682,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
3683,24377,3683,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
3684,24378,3684,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
3685,24380,3685,3,0.026346273,0.187425628,0.28113842,0.093712792,0.244541302,0.040916828,0.733623907
3686,24381,3686,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
3687,24382,3687,6,0.052692546,0,0.132529929,0.132529929,0.09103305,0.044257846,0.546198301
3688,24401,3688,5,0.043910455,0,0.132529929,0.132529929,0.063991112,0.054136962,0.319955558
3689,24413,3689,2,0.017564182,0.504658937,0.546434879,0.041775942,0.525546908,0.020887971,1.051093817
3690,24416,3690,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
3691,24421,3691,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
