XCoord,YCoord,JOIN_COUNT,ID,ZIP_1
-99.73000000,32.44000000,1,2015010257.000000,79601.000000
-76.30000000,40.36000000,1,2015010259.000000,17067.000000
-87.77000000,42.02000000,1,2015010260.000000,60077.000000
-80.17000000,39.88000000,1,2015010261.000000,15370.000000
-75.34000000,39.78000000,1,2015010263.000000,8014.000000
-97.31000000,32.63000000,1,2015010264.000000,76134.000000
-94.58000000,39.08000000,1,2015010265.000000,64108.000000
-73.83000000,40.76000000,1,2015010266.000000,11354.000000
-69.01000000,44.98000000,1,2015010267.000000,4427.000000
-91.33000000,44.36000000,1,2015010268.000000,54612.000000
-77.03000000,38.90000000,1,2015010269.000000,20009.000000
-90.41000000,29.96000000,1,2015010270.000000,70057.000000
-76.49000000,42.02000000,1,2015010271.000000,14892.000000
-80.83000000,28.61000000,1,2015010272.000000,32796.000000
-97.69000000,27.15000000,0,2015010273.000000,78385.000000
-80.13000000,25.78000000,1,2015010274.000000,33139.000000
-98.60000000,29.09000000,1,2015010276.000000,78065.000000
-77.67000000,43.08000000,1,2015010277.000000,14623.000000
-87.81000000,41.98000000,1,2015010278.000000,60631.000000
-86.47000000,30.38000000,1,2015010279.000000,32541.000000
-84.42000000,33.86000000,1,2015010282.000000,30327.000000
-84.56000000,41.13000000,1,2015010283.000000,45879.000000
-73.81000000,40.89000000,1,2015010284.000000,10803.000000
-95.27000000,29.65000000,1,2015010285.000000,77061.000000
-77.36000000,39.84000000,1,2015010286.000000,17353.000000
-80.03000000,40.55000000,1,2015010287.000000,15237.000000
-80.32000000,25.83000000,1,2015010288.000000,33166.000000
-89.98000000,34.99000000,1,2015010289.000000,38671.000000
-88.88000000,38.15000000,1,2015010290.000000,62846.000000
-90.00000000,34.91000000,1,2015010292.000000,38672.000000
-92.22000000,34.75000000,1,2015010293.000000,72114.000000
-97.76000000,30.22000000,1,2015010294.000000,78745.000000
-96.90000000,28.84000000,1,2015010296.000000,77905.000000
-73.99000000,40.69000000,1,2015010298.000000,11201.000000
-90.19000000,38.66000000,1,2015013747.000000,63147.000000
-71.06000000,42.35000000,1,2015010299.000000,2118.000000
-81.46000000,28.45000000,1,2015010300.000000,32819.000000
-71.40000000,43.52000000,1,2015010301.000000,3249.000000
-73.97000000,40.64000000,1,2015010302.000000,11218.000000
-87.96000000,42.89000000,1,2015010303.000000,53132.000000
-97.30000000,32.89000000,1,2015010305.000000,76177.000000
-86.35000000,30.38000000,1,2015010308.000000,32550.000000
-97.56000000,35.44000000,1,2015010309.000000,73108.000000
-89.07000000,41.90000000,1,2015010311.000000,61068.000000
-89.65000000,38.01000000,1,2015010313.000000,62288.000000
-73.12000000,41.30000000,1,2015010314.000000,6484.000000
-83.80000000,31.98000000,1,2015010315.000000,31015.000000
-96.80000000,32.78000000,1,2015010316.000000,75270.000000
-102.08000000,31.99000000,1,2015010318.000000,79701.000000
-84.59000000,33.72000000,1,2015010319.000000,30336.000000
-76.31000000,40.36000000,1,2015010320.000000,17067.000000
-79.40000000,40.74000000,1,2015010321.000000,16201.000000
-75.11000000,39.99000000,1,2015010322.000000,19134.000000
-104.81000000,38.84000000,1,2015010323.000000,80903.000000
-102.08000000,31.99000000,1,2015010325.000000,79701.000000
-76.32000000,40.78000000,1,2015010326.000000,17921.000000
-102.53000000,36.07000000,1,2015010327.000000,79022.000000
-89.48000000,41.84000000,1,2015010328.000000,61021.000000
-105.08000000,39.66000000,1,2015010330.000000,80227.000000
-74.82000000,40.21000000,1,2015010331.000000,19067.000000
-91.87000000,40.02000000,1,2015010332.000000,63447.000000
-95.42000000,29.78000000,1,2015010333.000000,77007.000000
-85.98000000,31.78000000,1,2015010334.000000,36079.000000
-83.30000000,30.83000000,1,2015010335.000000,31602.000000
-71.78000000,42.25000000,1,2015010011.000000,1604.000000
-81.57000000,39.98000000,1,2015010336.000000,43725.000000
-83.51000000,41.56000000,1,2015010337.000000,43465.000000
-84.28000000,32.92000000,1,2015010338.000000,30286.000000
-98.93000000,30.05000000,1,2015010339.000000,78013.000000
-94.03000000,33.42000000,1,2015010340.000000,71854.000000
-86.06000000,35.32000000,1,2015010342.000000,37389.000000
-68.32000000,47.35000000,1,2015010343.000000,4756.000000
-74.22000000,40.09000000,1,2015010344.000000,8701.000000
-95.36000000,28.96000000,1,2015010345.000000,77541.000000
-90.15000000,38.64000000,1,2015010347.000000,62071.000000
-95.99000000,36.14000000,1,2015010348.000000,74103.000000
-82.38000000,27.72000000,1,2015010350.000000,33573.000000
-81.83000000,32.37000000,1,2015010351.000000,30458.000000
-88.24000000,40.12000000,1,2015010353.000000,61820.000000
-83.73000000,32.33000000,1,2015010354.000000,31013.000000
-70.74000000,43.30000000,1,2015010355.000000,3906.000000
-73.93000000,40.94000000,1,2015010357.000000,7620.000000
-74.97000000,40.90000000,1,2015010359.000000,7844.000000
-80.49000000,25.41000000,1,2015010361.000000,33034.000000
-81.28000000,28.55000000,1,2015010362.000000,32807.000000
-103.64000000,48.16000000,1,2015010363.000000,58801.000000
-80.27000000,40.03000000,1,2015010364.000000,15329.000000
-95.86000000,36.20000000,1,2015010365.000000,74116.000000
-80.56000000,40.41000000,1,2015010366.000000,26062.000000
-72.29000000,43.67000000,1,2015010368.000000,3784.000000
-86.65000000,30.42000000,1,2015010369.000000,32548.000000
-96.91000000,35.34000000,1,2015010370.000000,74801.000000
-70.25000000,43.67000000,1,2015010371.000000,4103.000000
-81.82000000,40.61000000,1,2015010372.000000,44654.000000
-95.54000000,29.83000000,1,2015010373.000000,77041.000000
-73.96000000,40.92000000,1,2015010374.000000,7670.000000
-87.63000000,41.58000000,1,2015010375.000000,60473.000000
-75.90000000,40.99000000,1,2015010376.000000,18224.000000
-88.07000000,43.10000000,1,2015010377.000000,53007.000000
-90.54000000,38.75000000,1,2015010378.000000,63303.000000
-97.33000000,37.69000000,1,2015010379.000000,67202.000000
-88.08000000,30.73000000,1,2015010382.000000,36610.000000
-84.27000000,39.85000000,1,2015010383.000000,45415.000000
-121.88000000,42.57000000,1,2015010384.000000,97624.000000
-94.42000000,36.20000000,1,2015010385.000000,72761.000000
-96.91000000,32.64000000,1,2015010386.000000,75137.000000
-75.22000000,40.67000000,1,2015010387.000000,18042.000000
-106.30000000,31.76000000,1,2015010388.000000,79936.000000
-77.01000000,38.89000000,1,2015010389.000000,20001.000000
-97.78000000,30.24000000,1,2015010390.000000,78704.000000
-83.01000000,40.06000000,1,2015010391.000000,43214.000000
-74.05000000,40.41000000,1,2015010392.000000,7737.000000
-91.09000000,30.28000000,1,2015010393.000000,70776.000000
-97.42000000,27.76000000,1,2015010394.000000,78405.000000
-88.87000000,42.23000000,1,2015010395.000000,61008.000000
-81.04000000,29.22000000,1,2015010396.000000,32117.000000
-94.41000000,35.30000000,1,2015010397.000000,72908.000000
-79.83000000,40.14000000,1,2015010398.000000,15012.000000
-95.30000000,29.79000000,1,2015010399.000000,77028.000000
-94.55000000,39.13000000,1,2015010400.000000,64116.000000
-102.35000000,31.89000000,1,2015010401.000000,79762.000000
-89.84000000,44.93000000,1,2015010402.000000,54448.000000
-96.38000000,34.00000000,1,2015010403.000000,74701.000000
-81.93000000,28.93000000,1,2015010404.000000,32159.000000
-97.46000000,35.32000000,1,2015010405.000000,73160.000000
-81.64000000,29.75000000,1,2015010406.000000,32177.000000
-82.11000000,33.51000000,1,2015010408.000000,30907.000000
-96.65000000,43.51000000,1,2015010409.000000,57101.000000
-75.13000000,39.90000000,1,2015010410.000000,19148.000000
-101.96000000,35.86000000,1,2015010411.000000,79029.000000
-95.20000000,32.69000000,1,2015010181.000000,75765.000000
-75.20000000,41.00000000,1,2015010183.000000,18301.000000
-95.99000000,30.08000000,1,2015010184.000000,77446.000000
-95.06000000,29.64000000,1,2015010185.000000,77507.000000
-96.90000000,32.77000000,1,2015010186.000000,75212.000000
-87.91000000,43.04000000,1,2015010412.000000,53202.000000
-76.60000000,39.90000000,1,2015010413.000000,17356.000000
-97.65000000,26.13000000,1,2015010415.000000,78586.000000
-82.43000000,40.24000000,1,2015010416.000000,43080.000000
-102.67000000,47.73000000,1,2015010417.000000,58757.000000
-84.10000000,39.69000000,1,2015010418.000000,45440.000000
-88.53000000,30.37000000,1,2015010419.000000,39567.000000
-87.76000000,43.91000000,1,2015010420.000000,53015.000000
-96.78000000,32.78000000,1,2015010421.000000,75204.000000
-86.22000000,32.41000000,1,2015010422.000000,36109.000000
-105.16000000,39.78000000,1,2015010423.000000,80403.000000
-83.05000000,31.34000000,1,2015010424.000000,31650.000000
-103.85000000,40.64000000,1,2015010425.000000,80742.000000
-105.07000000,40.46000000,1,2015010426.000000,80538.000000
-81.96000000,33.36000000,1,2015010427.000000,30916.000000
-71.39000000,42.06000000,1,2015010429.000000,2038.000000
-75.61000000,40.57000000,1,2015010430.000000,18106.000000
-95.03000000,29.57000000,1,2015010433.000000,77586.000000
-72.31000000,42.59000000,1,2015010434.000000,1364.000000
-89.01000000,42.23000000,1,2015010435.000000,61109.000000
-87.00000000,34.79000000,1,2015010437.000000,35611.000000
-95.16000000,31.80000000,1,2015010438.000000,75785.000000
-81.51000000,40.79000000,1,2015010439.000000,44646.000000
-74.78000000,39.63000000,1,2015010440.000000,8037.000000
-104.45000000,40.53000000,1,2015010441.000000,80622.000000
-84.24000000,40.12000000,1,2015010443.000000,45356.000000
-80.15000000,41.03000000,1,2015010444.000000,16057.000000
-80.56000000,28.07000000,1,2015010445.000000,32951.000000
-97.36000000,31.13000000,1,2015010447.000000,76504.000000
-76.48000000,41.86000000,1,2015010448.000000,18850.000000
-88.10000000,43.00000000,1,2015010450.000000,53151.000000
-72.26000000,43.63000000,1,2015010451.000000,3766.000000
-81.47000000,28.39000000,1,2015010452.000000,32821.000000
-87.92000000,42.90000000,1,2015010453.000000,53154.000000
-80.24000000,40.60000000,1,2015010454.000000,15001.000000
-82.11000000,28.00000000,1,2015010455.000000,33563.000000
-119.03000000,36.06000000,1,2015010456.000000,93257.000000
-71.27000000,41.74000000,1,2015010457.000000,2885.000000
-96.53000000,31.68000000,1,2015010458.000000,76667.000000
-95.26000000,37.32000000,1,2015010459.000000,67357.000000
-105.10000000,40.29000000,1,2015010461.000000,80513.000000
-106.41000000,31.77000000,1,2015010462.000000,79905.000000
-83.93000000,33.99000000,1,2015010463.000000,30019.000000
-77.00000000,41.00000000,1,2015010464.000000,17837.000000
-73.98000000,40.75000000,1,2015010465.000000,10018.000000
-95.18000000,29.78000000,1,2015010466.000000,77015.000000
-82.16000000,38.67000000,1,2015010467.000000,25502.000000
-88.09000000,42.35000000,1,2015010468.000000,60073.000000
-105.07000000,40.46000000,1,2015010469.000000,80538.000000
-88.94000000,39.85000000,1,2015010470.000000,62526.000000
-97.24000000,32.98000000,1,2015010471.000000,76177.000000
-84.92000000,34.13000000,1,2015010472.000000,30120.000000
-104.76000000,39.52000000,1,2015010473.000000,80134.000000
-79.87000000,40.58000000,1,2015010474.000000,15051.000000
-86.39000000,39.71000000,1,2015010475.000000,46168.000000
-96.49000000,41.41000000,1,2015010476.000000,68025.000000
-95.67000000,36.15000000,1,2015010477.000000,74015.000000
-84.12000000,40.70000000,1,2015010012.000000,45804.000000
-79.80000000,40.81000000,1,2015010478.000000,16002.000000
-85.97000000,33.97000000,1,2015010481.000000,35903.000000
-96.83000000,32.83000000,1,2015010482.000000,75209.000000
-81.40000000,28.66000000,1,2015010484.000000,32714.000000
-81.41000000,28.66000000,1,2015010487.000000,32714.000000
-101.86000000,33.61000000,1,2015010488.000000,79415.000000
-83.66000000,32.48000000,1,2015010489.000000,31069.000000
-96.91000000,32.82000000,1,2015010491.000000,75061.000000
-98.33000000,26.33000000,1,2015010493.000000,78574.000000
-76.96000000,39.81000000,1,2015010494.000000,17331.000000
-82.66000000,40.88000000,1,2015010495.000000,44875.000000
-76.30000000,36.81000000,1,2015010496.000000,23709.000000
-80.27000000,26.06000000,1,2015010497.000000,33328.000000
-96.93000000,46.88000000,1,2015010498.000000,58078.000000
-86.72000000,33.54000000,1,2015010499.000000,35212.000000
-79.69000000,39.47000000,1,2015010501.000000,26537.000000
-75.54000000,39.74000000,1,2015010502.000000,19801.000000
-80.68000000,28.12000000,1,2015010503.000000,32934.000000
-96.91000000,32.91000000,1,2015010504.000000,75234.000000
-97.71000000,30.20000000,1,2015010505.000000,78744.000000
-99.89000000,36.70000000,1,2015010506.000000,73848.000000
-77.14000000,40.21000000,1,2015010509.000000,17013.000000
-96.01000000,41.22000000,1,2015010510.000000,68117.000000
-96.55000000,28.67000000,1,2015010511.000000,77978.000000
-72.46000000,41.36000000,1,2015010512.000000,6417.000000
-81.53000000,41.46000000,1,2015010514.000000,44122.000000
-95.49000000,30.43000000,1,2015010515.000000,77378.000000
-71.05000000,42.34000000,1,2015010516.000000,2205.000000
-81.40000000,28.31000000,1,2015010517.000000,34744.000000
-95.49000000,29.75000000,1,2015010518.000000,77057.000000
-87.93000000,43.74000000,1,2015010519.000000,53073.000000
-91.37000000,39.94000000,1,2015010520.000000,62301.000000
-88.03000000,41.97000000,1,2015010521.000000,60143.000000
-97.86000000,27.52000000,1,2015010522.000000,78364.000000
-98.51000000,33.85000000,1,2015010523.000000,76310.000000
-98.00000000,46.92000000,1,2015010524.000000,58072.000000
-82.55000000,27.63000000,1,2015010525.000000,34221.000000
-97.09000000,28.78000000,1,2015010526.000000,77905.000000
-80.36000000,39.26000000,1,2015010527.000000,26301.000000
-81.47000000,28.39000000,1,2015010528.000000,32821.000000
-91.74000000,29.93000000,1,2015010529.000000,70560.000000
-74.25000000,40.57000000,1,2015010530.000000,7001.000000
-84.94000000,32.54000000,1,2015010532.000000,31909.000000
-89.40000000,32.35000000,1,2015010533.000000,39074.000000
-97.56000000,37.66000000,1,2015010534.000000,67052.000000
-95.08000000,29.78000000,1,2015010535.000000,77530.000000
-80.46000000,40.79000000,1,2015010536.000000,16115.000000
-80.23000000,26.18000000,1,2015010537.000000,33319.000000
-70.76000000,42.23000000,1,2015010538.000000,2066.000000
-96.08000000,41.27000000,1,2015010539.000000,68114.000000
-95.64000000,29.93000000,1,2015010540.000000,77095.000000
-102.39000000,48.34000000,1,2015010541.000000,58784.000000
-75.01000000,40.20000000,1,2015010542.000000,18966.000000
-95.40000000,29.01000000,1,2015010543.000000,77531.000000
-83.99000000,34.56000000,1,2015010544.000000,30533.000000
-74.25000000,40.55000000,1,2015010545.000000,7077.000000
-87.57000000,34.05000000,1,2015010546.000000,35575.000000
-91.15000000,31.28000000,1,2015010548.000000,39633.000000
-87.69000000,41.56000000,1,2015010549.000000,60429.000000
-81.46000000,31.14000000,0,2015010551.000000,31524.000000
-71.06000000,42.10000000,1,2015010013.000000,2072.000000
-90.63000000,40.46000000,1,2015010014.000000,61455.000000
-87.95000000,41.99000000,1,2015010187.000000,60007.000000
-80.23000000,26.28000000,1,2015010189.000000,33067.000000
-72.26000000,43.72000000,1,2015010191.000000,3755.000000
-81.79000000,41.45000000,1,2015010553.000000,44111.000000
-106.64000000,35.09000000,1,2015010554.000000,87101.000000
-105.08000000,40.39000000,1,2015010555.000000,80537.000000
-84.19000000,33.07000000,1,2015010556.000000,30204.000000
-87.64000000,40.07000000,1,2015010557.000000,61832.000000
-75.39000000,40.58000000,1,2015010562.000000,18015.000000
-102.93000000,48.38000000,1,2015010563.000000,58852.000000
-94.92000000,29.67000000,1,2015010564.000000,77523.000000
-87.87000000,42.09000000,1,2015010565.000000,60062.000000
-93.27000000,36.63000000,1,2015010566.000000,65616.000000
-98.61000000,29.22000000,1,2015010567.000000,78073.000000
-98.51000000,29.62000000,1,2015010568.000000,78258.000000
-98.51000000,29.62000000,1,2015010569.000000,78258.000000
-96.15000000,29.77000000,1,2015010570.000000,77474.000000
-75.16000000,39.81000000,1,2015010572.000000,8096.000000
-81.31000000,29.78000000,1,2015010192.000000,32086.000000
-81.91000000,41.45000000,1,2015010193.000000,44145.000000
-95.25000000,29.70000000,1,2015010194.000000,77017.000000
-70.67000000,41.96000000,1,2015010195.000000,2360.000000
-88.80000000,43.00000000,1,2015010196.000000,53549.000000
-93.93000000,29.79000000,1,2015010197.000000,77641.000000
-87.07000000,31.10000000,1,2015010198.000000,36427.000000
-76.27000000,36.83000000,1,2015010199.000000,23523.000000
-88.08000000,30.67000000,1,2015010573.000000,36606.000000
-89.85000000,34.96000000,1,2015010574.000000,38654.000000
-74.70000000,40.60000000,1,2015010575.000000,8876.000000
-83.23000000,30.82000000,1,2015010577.000000,31601.000000
-88.46000000,44.23000000,0,2015010578.000000,54914.000000
-97.11000000,31.60000000,1,2015010015.000000,76705.000000
-94.68000000,39.09000000,1,2015010579.000000,66106.000000
-83.65000000,41.39000000,1,2015010580.000000,43402.000000
-81.91000000,28.04000000,1,2015010581.000000,33801.000000
-82.71000000,27.93000000,0,2015010582.000000,33760.000000
-73.23000000,42.44000000,1,2015010583.000000,1201.000000
-82.43000000,27.94000000,1,2015010584.000000,33609.000000
-78.96000000,39.05000000,1,2015010585.000000,26836.000000
-80.30000000,25.94000000,1,2015010586.000000,33015.000000
-96.61000000,43.59000000,1,2015010587.000000,57005.000000
-88.09000000,40.45000000,1,2015010588.000000,60957.000000
-95.37000000,29.93000000,1,2015010589.000000,77032.000000
-96.63000000,32.31000000,1,2015010590.000000,75119.000000
-86.87000000,33.52000000,1,2015010591.000000,35214.000000
-83.61000000,41.05000000,1,2015010592.000000,45840.000000
-76.83000000,40.23000000,1,2015010593.000000,17113.000000
-84.96000000,34.73000000,1,2015010594.000000,30721.000000
-87.97000000,43.73000000,1,2015010595.000000,53073.000000
-87.91000000,42.12000000,1,2015010596.000000,60090.000000
-102.39000000,48.34000000,1,2015010597.000000,58784.000000
-82.45000000,27.95000000,1,2015010599.000000,33602.000000
-81.32000000,29.89000000,1,2015010601.000000,32084.000000
