OBJECTID,ZCTA5CE10,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
13621,27855,13621,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13622,27856,13622,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
13623,27857,13623,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13624,45169,13624,3,0.026346273,0.132529929,0.187425628,0.054895699,0.169127062,0.025878081,0.507381186
13625,45171,13625,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
13626,45174,13626,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13627,45176,13627,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13628,45177,13628,5,0.043910455,0,0.132529929,0.132529929,0.082733674,0.044013981,0.413668372
13629,18462,13629,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13630,18465,13630,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
13631,18466,13631,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
13632,18469,13632,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13633,18470,13633,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13634,18472,13634,3,0.026346273,0.093712814,0.132529929,0.038817115,0.119590891,0.018298564,0.358772673
13635,18504,13635,1,0.008782091,0,0,0,0,0,0
13636,18512,13636,1,0.008782091,0,0,0,0,0,0
13637,18610,13637,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13638,18612,13638,3,0.026346273,0.093712814,0.187425628,0.093712814,0.124950419,0.044176644,0.374851257
13639,18614,13639,5,0.043910455,0.265059859,0.296345919,0.031286061,0.287047207,0.012472012,1.435236037
13640,18615,13640,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13641,18616,13641,1,0.008782091,0.337886333,0.337886333,0,0.337886333,0,0.337886333
13642,18619,13642,2,0.017564182,0.20954822,0.296345919,0.086797699,0.25294707,0.04339885,0.505894139
13643,18621,13643,1,0.008782091,0,0,0,0,0,0
13644,28056,13644,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13645,28071,13645,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13646,28075,13646,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13647,28078,13647,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13648,28079,13648,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13649,28080,13649,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13650,28081,13650,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13651,28083,13651,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13652,28086,13652,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
13653,28090,13653,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13654,28091,13654,4,0.035128364,0.132529929,0.20954822,0.077018291,0.179232351,0.028436015,0.716929406
13655,28092,13655,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
13656,28097,13656,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13657,76621,13657,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13658,76622,13658,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13659,76624,13659,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13660,76626,13660,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13661,76627,13661,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13662,76628,13662,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13663,76629,13663,6,0.052692546,0.187425628,0.374851257,0.187425628,0.278519536,0.06628009,1.671117216
13664,76631,13664,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13665,76632,13665,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13666,76633,13666,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13667,76634,13667,6,0.052692546,0,0.187425628,0.187425628,0.106651853,0.057115683,0.639911115
13668,76635,13668,3,0.026346273,0.132529929,0.20954822,0.077018291,0.176501259,0.032377571,0.529503778
13669,76636,13669,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13670,76637,13670,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13671,76638,13671,3,0.026346273,0.132529929,0.20954822,0.077018291,0.183875456,0.03630677,0.551626369
13672,76639,13672,2,0.017564182,0.20954822,0.265059859,0.055511639,0.237304039,0.027755819,0.474608079
13673,76640,13673,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13674,76641,13674,4,0.035128364,0.187425628,0.296345919,0.108920291,0.243614547,0.046114932,0.974458188
13675,76642,13675,7,0.061474637,0,0.20954822,0.20954822,0.124511704,0.067603159,0.871581927
13676,62021,13676,2,0.017564182,0.132529929,0.132529929,0,0.132529929,0,0.265059859
13677,56178,13677,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13678,56180,13678,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
13679,56181,13679,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13680,56183,13680,3,0.026346273,0,0.132529929,0.132529929,0.075414248,0.055630769,0.226242743
13681,56185,13681,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13682,56186,13682,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13683,56187,13683,4,0.035128364,0,0.093712814,0.093712814,0.023428204,0.040578839,0.093712814
13684,56201,13684,4,0.035128364,0,0.093712814,0.093712814,0.023428204,0.040578839,0.093712814
13685,56207,13685,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13686,56208,13686,6,0.052692546,0,0.20954822,0.20954822,0.119488234,0.068923338,0.716929406
13687,56209,13687,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13688,56211,13688,4,0.035128364,0.132529929,0.20954822,0.077018291,0.184762999,0.031480143,0.739051998
13689,56212,13689,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13690,56214,13690,3,0.026346273,0.093712814,0.093712814,0,0.093712814,0,0.281138442
13691,56215,13691,8,0.070256728,0,0.187425628,0.187425628,0.105426916,0.056178859,0.843415327
13692,56218,13692,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
13693,56219,13693,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
13694,56220,13694,7,0.061474637,0,0.20954822,0.20954822,0.107963789,0.058299519,0.755746521
13695,56221,13695,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13696,56222,13696,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
13697,56223,13697,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13698,56224,13698,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13699,48342,13699,1,0.008782091,0,0,0,0,0,0
13700,48346,13700,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13701,48350,13701,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13702,48359,13702,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13703,48370,13703,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13704,48371,13704,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13705,22937,13705,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13706,22938,13706,2,0.017564182,0.187425628,0.187425628,0,0.187425628,0,0.374851257
13707,22940,13707,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13708,49855,13708,7,0.061474637,0,0.265059859,0.265059859,0.132441938,0.079348836,0.927093565
13709,43612,13709,1,0.008782091,0,0,0,0,0,0
13710,22942,13710,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
13711,22943,13711,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13712,22947,13712,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13713,49858,13713,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13714,47345,13714,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13715,47346,13715,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13716,47348,13716,5,0.043910455,0,0.132529929,0.132529929,0.082733674,0.044013981,0.413668372
13717,11720,13717,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13718,11724,13718,1,0.008782091,0,0,0,0,0,0
13719,70526,13719,2,0.017564182,0,0,0,0,0,0
13720,35959,13720,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13721,60612,13721,1,0.008782091,0,0,0,0,0,0
13722,35960,13722,6,0.052692546,0,0.20954822,0.20954822,0.110338951,0.062656337,0.662033707
13723,35961,13723,4,0.035128364,0.132529929,0.20954822,0.077018291,0.184762999,0.031480143,0.739051998
13724,35962,13724,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
13725,35963,13725,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13726,35966,13726,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
13727,35967,13727,3,0.026346273,0.093712814,0.132529929,0.038817115,0.106651853,0.018298564,0.319955558
13728,35968,13728,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13729,35971,13729,2,0.017564182,0.187425628,0.187425628,0,0.187425628,0,0.374851257
13730,35973,13730,3,0.026346273,0.132529929,0.20954822,0.077018291,0.158202693,0.03630677,0.474608079
13731,35974,13731,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13732,35975,13732,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13733,35976,13733,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
13734,35978,13734,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13735,35980,13735,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
13736,35981,13736,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
13737,35983,13737,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13738,35984,13738,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13739,76255,13739,6,0.052692546,0,0.187425628,0.187425628,0.100182333,0.056005689,0.601094
13740,76258,13740,2,0.017564182,0.20954822,0.20954822,0,0.20954822,0,0.41909644
13741,76259,13741,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
13742,76261,13742,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13743,76262,13743,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13744,76264,13744,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
13745,76265,13745,7,0.061474637,0.093712814,0.20954822,0.115835406,0.164674338,0.041686992,1.152720369
13746,76266,13746,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13747,76270,13747,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
13748,76271,13748,2,0.017564182,0.265059859,0.265059859,0,0.265059859,0,0.530119717
13749,76272,13749,3,0.026346273,0.187425628,0.20954822,0.022122592,0.202174023,0.01042869,0.606522068
13750,76273,13750,5,0.043910455,0.187425628,0.28113842,0.093712792,0.215017223,0.034509201,1.075086117
13751,76301,13751,1,0.008782091,0,0,0,0,0,0
13752,76305,13752,5,0.043910455,0.093712814,0.20954822,0.115835406,0.132406741,0.042297229,0.662033707
13753,76308,13753,1,0.008782091,0,0,0,0,0,0
13754,12764,13754,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13755,12768,13755,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13756,12771,13756,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13757,12776,13757,6,0.052692546,0.187425628,0.265059859,0.07763423,0.215113061,0.023752706,1.290678367
13758,12777,13758,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13759,12781,13759,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13760,12785,13760,1,0.008782091,0,0,0,0,0,0
13761,12787,13761,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13762,39744,13762,8,0.070256728,0,0.20954822,0.20954822,0.120661843,0.064052039,0.965294741
13763,48897,13763,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13764,39745,13764,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13765,39746,13765,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
13766,39747,13766,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13767,39750,13767,3,0.026346273,0.187425628,0.265059859,0.07763423,0.220677902,0.032656503,0.662033707
13768,39751,13768,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13769,39752,13769,3,0.026346273,0.093712814,0.132529929,0.038817115,0.119590891,0.018298564,0.358772673
13770,65762,13770,3,0.026346273,0.296345919,0.41909644,0.122750521,0.367276728,0.051902782,1.101830184
13771,65764,13771,4,0.035128364,0.265059859,0.386387825,0.121327966,0.321419984,0.045544301,1.285679936
13772,65766,13772,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13773,65767,13773,2,0.017564182,0.265059859,0.337886333,0.072826475,0.301473096,0.036413237,0.602946192
13774,65768,13774,1,0.008782091,0.41909644,0.41909644,0,0.41909644,0,0.41909644
13775,65769,13775,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
13776,65770,13776,4,0.035128364,0.20954822,0.296345919,0.086797699,0.245125555,0.0372572,0.980502218
13777,65771,13777,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13778,65772,13778,3,0.026346273,0.093712814,0.20954822,0.115835406,0.163562221,0.050209939,0.490686662
13779,65773,13779,1,0.008782091,0.386387825,0.386387825,0,0.386387825,0,0.386387825
13780,65774,13780,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13781,65775,13781,15,0.131731366,0,0.28113842,0.28113842,0.14191104,0.066716653,2.128665604
13782,65777,13782,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13783,65778,13783,2,0.017564182,0.265059859,0.337886333,0.072826475,0.301473096,0.036413237,0.602946192
13784,65779,13784,2,0.017564182,0.28113842,0.28113842,0,0.28113842,0,0.56227684
13785,65781,13785,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13786,66615,13786,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13787,66616,13787,1,0.008782091,0,0,0,0,0,0
13788,66617,13788,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
13789,66618,13789,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
13790,66701,13790,9,0.07903882,0,0.20954822,0.20954822,0.109109918,0.05226705,0.981989264
13791,66710,13791,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
13792,66711,13792,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13793,66712,13793,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13794,66713,13794,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
13795,66716,13795,3,0.026346273,0.28113842,0.296345919,0.015207499,0.291276753,0.007168884,0.873830259
13796,66717,13796,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
13797,74115,13797,1,0.008782091,0,0,0,0,0,0
13798,74116,13798,1,0.008782091,0,0,0,0,0,0
13799,74117,13799,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13800,03070,13800,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
13801,45118,13801,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13802,45120,13802,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13803,45121,13803,5,0.043910455,0,0.187425628,0.187425628,0.101476237,0.061269238,0.507381186
13804,45122,13804,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13805,45123,13805,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13806,45130,13806,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13807,45133,13807,12,0.105385093,0,0.20954822,0.20954822,0.125957754,0.056236188,1.511493042
13808,80303,13808,1,0.008782091,0,0,0,0,0,0
13809,80401,13809,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
13810,80403,13810,4,0.035128364,0.093712814,0.20954822,0.115835406,0.155804148,0.045511994,0.623216592
13811,80420,13811,2,0.017564182,0.20954822,0.28113842,0.0715902,0.24534332,0.0357951,0.49068664
13812,80421,13812,5,0.043910455,0.337886333,0.468564063,0.13067773,0.412747943,0.042049043,2.063739717
13813,80422,13813,4,0.035128364,0.20954822,0.337886333,0.128338113,0.277210083,0.046833597,1.108840331
13814,80423,13814,5,0.043910455,0.20954822,0.337886333,0.128338113,0.271985793,0.057498925,1.359928966
13815,80424,13815,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13816,80425,13816,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
13817,80426,13817,5,0.043910455,0.468564063,0.530119717,0.061555654,0.495313144,0.023736941,2.476565719
13818,80428,13818,10,0.087820911,0.296345919,0.546434879,0.25008896,0.420965889,0.073859412,4.209658891
13819,80432,13819,4,0.035128364,0.337886333,0.468564063,0.13067773,0.405784152,0.046892952,1.62313661
13820,80433,13820,4,0.035128364,0.20954822,0.337886333,0.128338113,0.277210083,0.046833597,1.108840331
13821,80434,13821,1,0.008782091,0.600054801,0.600054801,0,0.600054801,0,0.600054801
13822,80435,13822,4,0.035128364,0.093712814,0.187425628,0.093712814,0.126845296,0.038398615,0.507381186
13823,80438,13823,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
13824,80439,13824,6,0.052692546,0.20954822,0.386387825,0.176839605,0.316282424,0.062344498,1.897694543
13825,80440,13825,7,0.061474637,0.187425628,0.504658937,0.317233309,0.295448297,0.108731201,2.068138078
13826,80442,13826,3,0.026346273,0.093712814,0.20954822,0.115835406,0.163562221,0.050209939,0.490686662
13827,80443,13827,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
13828,80444,13828,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
13829,80446,13829,8,0.070256728,0,0.20954822,0.20954822,0.124758481,0.064769029,0.998067848
13830,80447,13830,7,0.061474637,0.132529929,0.386387825,0.253857896,0.254365485,0.074531385,1.780558392
13831,80448,13831,5,0.043910455,0.265059859,0.504658937,0.239599079,0.391422296,0.100675124,1.957111478
13832,80449,13832,19,0.16685973,0.20954822,0.546434879,0.336886659,0.421374297,0.105012135,8.006111652
13833,01473,13833,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13834,01475,13834,1,0.008782091,0,0,0,0,0,0
13835,01501,13835,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13836,01505,13836,1,0.008782091,0,0,0,0,0,0
13837,45211,13837,1,0.008782091,0,0,0,0,0,0
13838,18623,13838,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13839,18626,13839,2,0.017564182,0.337886333,0.374851257,0.036964923,0.356368795,0.018482462,0.71273759
13840,18628,13840,1,0.008782091,0.337886333,0.337886333,0,0.337886333,0,0.337886333
13841,18629,13841,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
13842,18630,13842,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13843,18635,13843,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13844,18636,13844,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13845,18640,13845,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
13846,18643,13846,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13847,18644,13847,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13848,18651,13848,1,0.008782091,0,0,0,0,0,0
13849,18655,13849,4,0.035128364,0.093712814,0.187425628,0.093712814,0.126845296,0.038398615,0.507381186
13850,18656,13850,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
13851,18657,13851,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13852,14129,13852,1,0.008782091,0,0,0,0,0,0
13853,14131,13853,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13854,28103,13854,4,0.035128364,0.187425628,0.265059859,0.07763423,0.217895482,0.02868904,0.871581927
13855,28104,13855,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13856,28105,13856,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13857,28107,13857,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13858,28110,13858,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
13859,28112,13859,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13860,56273,13860,5,0.043910455,0,0.132529929,0.132529929,0.082733674,0.044013981,0.413668372
13861,56744,13861,4,0.035128364,0.187425628,0.296345919,0.108920291,0.261294331,0.044519636,1.045177326
13862,57638,13862,34,0.298591096,0,0.337886333,0.337886333,0.200556579,0.075854383,6.818923682
13863,57641,13863,11,0.096603002,0.296345919,0.600054801,0.303708881,0.493702252,0.088007038,5.43072477
13864,57642,13864,18,0.158077639,0,0.28113842,0.28113842,0.16147415,0.068289219,2.906534694
13865,57645,13865,7,0.061474637,0.28113842,0.477843463,0.196705043,0.374716754,0.071548225,2.623017281
13866,57648,13866,6,0.052692546,0.132529929,0.386387825,0.253857896,0.29884352,0.085413999,1.793061122
13867,57660,13867,10,0.087820911,0.41909644,0.682239592,0.263143152,0.583247122,0.076401451,5.832471222
13868,56225,13868,5,0.043910455,0,0.20954822,0.20954822,0.105900756,0.067770158,0.529503778
13869,56226,13869,3,0.026346273,0,0.132529929,0.132529929,0.075414248,0.055630769,0.226242743
13870,56227,13870,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13871,56228,13871,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
13872,56229,13872,3,0.026346273,0,0.187425628,0.187425628,0.093712814,0.076516192,0.281138442
13873,56230,13873,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13874,56231,13874,2,0.017564182,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.319955558
13875,56232,13875,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13876,56235,13876,4,0.035128364,0.093712814,0.20954822,0.115835406,0.142080223,0.042052803,0.568320893
13877,56236,13877,3,0.026346273,0.093712814,0.132529929,0.038817115,0.119590891,0.018298564,0.358772673
13878,56237,13878,3,0.026346273,0,0.132529929,0.132529929,0.075414248,0.055630769,0.226242743
13879,56239,13879,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
13880,56240,13880,6,0.052692546,0,0.20954822,0.20954822,0.119488234,0.068923338,0.716929406
13881,56241,13881,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
13882,56243,13882,5,0.043910455,0.093712814,0.132529929,0.038817115,0.101476237,0.015526846,0.507381186
13883,56244,13883,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13884,56245,13884,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13885,56248,13885,5,0.043910455,0.187425628,0.28113842,0.093712792,0.226119551,0.039528399,1.130597755
13886,56249,13886,4,0.035128364,0.132529929,0.20954822,0.077018291,0.184762999,0.031480143,0.739051998
13887,56251,13887,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
13888,56252,13888,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
13889,56253,13889,4,0.035128364,0.093712814,0.132529929,0.038817115,0.103417093,0.016808304,0.413668372
13890,56255,13890,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13891,56256,13891,9,0.07903882,0,0.187425628,0.187425628,0.106651853,0.047816455,0.959866673
13892,56257,13892,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
13893,56258,13893,6,0.052692546,0,0.093712814,0.093712814,0.062475209,0.044176644,0.374851257
13894,56260,13894,3,0.026346273,0.093712814,0.132529929,0.038817115,0.119590891,0.018298564,0.358772673
13895,56262,13895,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
13896,56263,13896,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13897,56264,13897,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
13898,56265,13898,11,0.096603002,0,0.20954822,0.20954822,0.111300963,0.052736729,1.224310592
13899,56266,13899,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
13900,56267,13900,7,0.061474637,0,0.20954822,0.20954822,0.107963789,0.058299519,0.755746521
13901,56270,13901,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
13902,56271,13902,4,0.035128364,0.132529929,0.187425628,0.054895699,0.159977779,0.02744785,0.639911115
13903,31002,13903,6,0.052692546,0.093712814,0.28113842,0.187425606,0.21041862,0.063446852,1.262511723
13904,31006,13904,6,0.052692546,0.093712814,0.20954822,0.115835406,0.157195358,0.04044618,0.943172149
13905,31007,13905,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
13906,31008,13906,3,0.026346273,0.093712814,0.132529929,0.038817115,0.106651853,0.018298564,0.319955558
13907,31009,13907,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13908,95681,13908,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
13909,95682,13909,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
13910,95683,13910,6,0.052692546,0.093712814,0.28113842,0.187425606,0.18196344,0.059002984,1.09178064
13911,95684,13911,5,0.043910455,0.093712814,0.28113842,0.187425606,0.180871002,0.064579114,0.904355012
