OBJECTID,ZCTA5CE10,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
898,37764,898,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
899,33860,899,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
900,37766,900,6,0.052692546,0,0.132529929,0.132529929,0.068944729,0.050646163,0.413668372
901,33865,901,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
902,37769,902,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
903,33868,903,4,0.035128364,0.093712814,0.20954822,0.115835406,0.142080223,0.042052803,0.568320893
904,37770,904,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
905,33870,905,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
906,02703,906,1,0.008782091,0,0,0,0,0,0
907,02718,907,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
908,02725,908,1,0.008782091,0,0,0,0,0,0
909,75904,909,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
910,75925,910,7,0.061474637,0.187425628,0.386387825,0.198962197,0.288648588,0.067103654,2.020540118
911,75926,911,4,0.035128364,0.187425628,0.296345919,0.108920291,0.243614547,0.046114932,0.974458188
912,75928,912,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
913,75929,913,4,0.035128364,0.28113842,0.337886333,0.056747913,0.302929148,0.021115862,1.211716592
914,75930,914,5,0.043910455,0.132529929,0.20954822,0.077018291,0.185295525,0.028176832,0.926477626
915,75931,915,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
916,75932,916,4,0.035128364,0.265059859,0.296345919,0.031286061,0.280920655,0.011063436,1.123682618
917,75933,917,3,0.026346273,0.265059859,0.337886333,0.072826475,0.299764037,0.029829365,0.899292111
918,75935,918,10,0.087820911,0,0.20954822,0.20954822,0.120823201,0.054460414,1.208232008
919,75936,919,3,0.026346273,0.20954822,0.265059859,0.055511639,0.2280521,0.026168437,0.684156299
920,75937,920,3,0.026346273,0.20954822,0.265059859,0.055511639,0.2280521,0.026168437,0.684156299
921,75938,921,6,0.052692546,0.093712814,0.20954822,0.115835406,0.17003174,0.04273789,1.02019044
922,75939,922,6,0.052692546,0.187425628,0.296345919,0.108920291,0.253442744,0.04040365,1.520656466
923,75941,923,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
924,75943,924,2,0.017564182,0.187425628,0.28113842,0.093712792,0.234282024,0.046856396,0.468564048
925,75944,925,2,0.017564182,0.265059859,0.337886333,0.072826475,0.301473096,0.036413237,0.602946192
926,75946,926,4,0.035128364,0.093712814,0.20954822,0.115835406,0.161334796,0.050128638,0.645339184
927,75948,927,10,0.087820911,0,0.20954822,0.20954822,0.136226859,0.065388687,1.362268589
928,75949,928,5,0.043910455,0.187425628,0.28113842,0.093712792,0.230544069,0.036033261,1.152720347
929,75951,929,10,0.087820911,0,0.187425628,0.187425628,0.10923966,0.046022198,1.092396602
930,75954,930,3,0.026346273,0.187425628,0.20954822,0.022122592,0.202174023,0.01042869,0.606522068
931,75956,931,4,0.035128364,0.187425628,0.386387825,0.198962197,0.269926898,0.078602094,1.079707593
932,75959,932,2,0.017564182,0.187425628,0.28113842,0.093712792,0.234282024,0.046856396,0.468564048
933,75960,933,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
934,75961,934,8,0.070256728,0,0.187425628,0.187425628,0.121993157,0.061478566,0.975945257
935,42101,935,8,0.070256728,0,0.20954822,0.20954822,0.106182417,0.054737489,0.849459335
936,48619,936,3,0.026346273,0.093712814,0.132529929,0.038817115,0.119590891,0.018298564,0.358772673
937,48621,937,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
938,42103,938,2,0.017564182,0.187425628,0.187425628,0,0.187425628,0,0.374851257
939,48622,939,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
940,48623,940,3,0.026346273,0,0.093712814,0.093712814,0.031237605,0.044176644,0.093712814
941,42104,941,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
942,42122,942,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
943,42123,943,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
944,39422,944,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
945,42127,945,3,0.026346273,0.093712814,0.132529929,0.038817115,0.119590891,0.018298564,0.358772673
946,39423,946,3,0.026346273,0.187425628,0.28113842,0.093712792,0.226037423,0.039995351,0.678112268
947,48624,947,12,0.105385093,0,0.132529929,0.132529929,0.086458409,0.052637597,1.037500903
948,42129,948,7,0.061474637,0.187425628,0.28113842,0.093712792,0.213454651,0.029270057,1.494182557
949,39425,949,5,0.043910455,0.187425628,0.296345919,0.108920291,0.233585569,0.040535962,1.167927846
950,42133,950,3,0.026346273,0.093712814,0.187425628,0.093712814,0.156188024,0.044176644,0.468564071
951,39426,951,7,0.061474637,0,0.20954822,0.20954822,0.113509091,0.058525928,0.794563636
952,39427,952,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
953,42134,953,5,0.043910455,0,0.132529929,0.132529929,0.082733674,0.044013981,0.413668372
954,42140,954,2,0.017564182,0.132529929,0.132529929,0,0.132529929,0,0.265059859
955,48625,955,9,0.07903882,0,0.187425628,0.187425628,0.106651853,0.047816455,0.959866673
956,48626,956,2,0.017564182,0.132529929,0.132529929,0,0.132529929,0,0.265059859
957,48628,957,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
958,39428,958,5,0.043910455,0,0.132529929,0.132529929,0.090497097,0.048464264,0.452485487
959,48629,959,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
960,42141,960,8,0.070256728,0,0.20954822,0.20954822,0.117896519,0.060535887,0.943172149
961,27517,961,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
962,31903,962,1,0.008782091,0,0,0,0,0,0
963,27519,963,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
964,31904,964,1,0.008782091,0,0,0,0,0,0
965,27520,965,3,0.026346273,0.132529929,0.20954822,0.077018291,0.158202693,0.03630677,0.474608079
966,27521,966,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
967,27522,967,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
968,27523,968,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
969,27524,969,6,0.052692546,0.093712814,0.20954822,0.115835406,0.157195358,0.04044618,0.943172149
970,31907,970,1,0.008782091,0,0,0,0,0,0
971,27525,971,3,0.026346273,0.093712814,0.20954822,0.115835406,0.163562221,0.050209939,0.490686662
972,56060,972,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
973,56062,973,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
974,56063,974,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
975,56065,975,4,0.035128364,0,0.187425628,0.187425628,0.093712814,0.066264966,0.374851257
976,56068,976,2,0.017564182,0.132529929,0.132529929,0,0.132529929,0,0.265059859
977,56069,977,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
978,56071,978,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
979,56072,979,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
980,56073,980,6,0.052692546,0,0.132529929,0.132529929,0.075414248,0.055630769,0.452485487
981,56074,981,3,0.026346273,0.093712814,0.132529929,0.038817115,0.106651853,0.018298564,0.319955558
982,56078,982,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
983,56081,983,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
984,56082,984,5,0.043910455,0,0.132529929,0.132529929,0.063991112,0.054136962,0.319955558
985,41537,985,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
986,41539,986,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
987,41553,987,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
988,41554,988,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
989,41555,989,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
990,41557,990,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
991,72020,991,6,0.052692546,0.132529929,0.296345919,0.16381599,0.232361761,0.055602174,1.394170567
992,73446,992,7,0.061474637,0,0.187425628,0.187425628,0.118190963,0.059958978,0.827336743
993,73447,993,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
994,72021,994,3,0.026346273,0.093712814,0.187425628,0.093712814,0.124950419,0.044176644,0.374851257
995,84532,995,47,0.41275828,0,0.530119717,0.530119717,0.293564808,0.131667257,13.79754598
996,84533,996,41,0.360065733,0.093712814,0.628644645,0.534931831,0.375716611,0.147787696,15.40438106
997,73448,997,7,0.061474637,0,0.20954822,0.20954822,0.107963789,0.058299519,0.755746521
998,73450,998,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
999,72023,999,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
1000,73453,1000,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1001,84534,1001,16,0.140513457,0.265059859,0.546434879,0.281375021,0.438140912,0.075030594,7.010254592
1002,72024,1002,6,0.052692546,0.20954822,0.374851257,0.165303037,0.288923991,0.053667072,1.733543947
1003,73456,1003,7,0.061474637,0.093712814,0.20954822,0.115835406,0.175676951,0.041914261,1.22973866
1004,72025,1004,2,0.017564182,0.20954822,0.20954822,0,0.20954822,0,0.41909644
1005,72026,1005,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1006,72027,1006,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1007,73459,1007,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
1008,84535,1008,58,0.509361281,0,0.731920481,0.731920481,0.339987844,0.171651335,19.71929498
1009,72029,1009,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
1010,72030,1010,2,0.017564182,0.265059859,0.28113842,0.016078562,0.273099139,0.008039281,0.546198279
1011,84537,1011,2,0.017564182,0.20954822,0.265059859,0.055511639,0.237304039,0.027755819,0.474608079
1012,73460,1012,6,0.052692546,0,0.187425628,0.187425628,0.106651853,0.057115683,0.639911115
1013,84540,1013,31,0.272244823,0.374851257,0.800682604,0.425831348,0.563264367,0.111743496,17.46119538
1014,84542,1014,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1015,73461,1015,2,0.017564182,0.265059859,0.265059859,0,0.265059859,0,0.530119717
1016,72031,1016,8,0.070256728,0,0.28113842,0.28113842,0.143334542,0.083061684,1.146676339
1017,73463,1017,6,0.052692546,0.093712814,0.20954822,0.115835406,0.154412938,0.050029179,0.926477626
1018,73481,1018,2,0.017564182,0.187425628,0.28113842,0.093712792,0.234282024,0.046856396,0.468564048
1019,94609,1019,1,0.008782091,0,0,0,0,0,0
1020,94621,1020,1,0.008782091,0,0,0,0,0,0
1021,94801,1021,1,0.008782091,0,0,0,0,0,0
1022,94803,1022,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1023,94903,1023,1,0.008782091,0,0,0,0,0,0
1024,20169,1024,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1025,43112,1025,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1026,20170,1026,1,0.008782091,0,0,0,0,0,0
1027,59711,1027,21,0.184423912,0,0.468564063,0.468564063,0.161343687,0.109653738,3.388217434
1028,59713,1028,4,0.035128364,0.20954822,0.337886333,0.128338113,0.277210083,0.046833597,1.108840331
1029,37110,1029,12,0.105385093,0,0.187425628,0.187425628,0.117696013,0.047414652,1.41235216
1030,43113,1030,6,0.052692546,0,0.187425628,0.187425628,0.106651853,0.057115683,0.639911115
1031,49504,1031,1,0.008782091,0,0,0,0,0,0
1032,37115,1032,1,0.008782091,0,0,0,0,0,0
1033,37118,1033,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
1034,20175,1034,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
1035,43119,1035,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1036,49505,1036,1,0.008782091,0,0,0,0,0,0
1037,59714,1037,14,0.122949275,0,0.386387825,0.386387825,0.210805288,0.115204227,2.95127403
1038,20176,1038,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1039,37122,1039,5,0.043910455,0.093712814,0.132529929,0.038817115,0.101476237,0.015526846,0.507381186
1040,20180,1040,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1041,20181,1041,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1042,37127,1042,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
1043,92821,1043,1,0.008782091,0,0,0,0,0,0
1044,92860,1044,1,0.008782091,0,0,0,0,0,0
1045,92865,1045,1,0.008782091,0,0,0,0,0,0
1046,92881,1046,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1047,92882,1047,1,0.008782091,0,0,0,0,0,0
1048,92883,1048,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1049,92886,1049,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1050,93001,1050,8,0.070256728,0,0.397589773,0.397589773,0.247625955,0.148698527,1.981007643
1051,93004,1051,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1052,93012,1052,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1053,93013,1053,2,0.017564182,0.187425628,0.187425628,0,0.187425628,0,0.374851257
1054,93015,1054,4,0.035128364,0.093712814,0.20954822,0.115835406,0.132375944,0.04728969,0.529503778
1055,23139,1055,8,0.070256728,0.132529929,0.386387825,0.253857896,0.273044514,0.081737584,2.184356108
1056,23140,1056,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
1057,43906,1057,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1058,23141,1058,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
1059,23146,1059,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1060,23148,1060,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1061,43907,1061,6,0.052692546,0,0.20954822,0.20954822,0.119488234,0.068923338,0.716929406
1062,23149,1062,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
1063,43908,1063,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1064,23150,1064,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1065,43910,1065,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1066,23156,1066,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
1067,23168,1067,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1068,43915,1068,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
1069,37771,1069,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1070,37772,1070,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1071,33873,1071,4,0.035128364,0,0.132529929,0.132529929,0.089693168,0.054154866,0.358772673
1072,33875,1072,2,0.017564182,0.093712814,0.093712814,0,0.093712814,0,0.187425628
1073,37774,1073,2,0.017564182,0,0,0,0,0,0
1074,33876,1074,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1075,37779,1075,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1076,33880,1076,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1077,37801,1077,2,0.017564182,0.093712814,0.20954822,0.115835406,0.151630517,0.057917703,0.303261034
1078,37803,1078,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
1079,33884,1079,1,0.008782091,0,0,0,0,0,0
1080,37804,1080,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1081,37806,1081,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1082,33890,1082,8,0.070256728,0.093712814,0.187425628,0.093712814,0.131697436,0.036300545,1.053579487
1083,37807,1083,3,0.026346273,0.187425628,0.20954822,0.022122592,0.194799826,0.01042869,0.584399477
1084,37809,1084,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
1085,33897,1085,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1086,37810,1086,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1087,37811,1087,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1088,33898,1088,8,0.070256728,0.093712814,0.337886333,0.244173519,0.220603751,0.085555906,1.764830008
1089,37813,1089,3,0.026346273,0.093712814,0.132529929,0.038817115,0.106651853,0.018298564,0.319955558
1090,33901,1090,1,0.008782091,0,0,0,0,0,0
1091,37814,1091,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1092,37818,1092,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1093,37820,1093,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1094,75964,1094,5,0.043910455,0.093712814,0.187425628,0.093712814,0.127982223,0.034419955,0.639911115
1095,75965,1095,1,0.008782091,0,0,0,0,0,0
1096,75966,1096,9,0.07903882,0.093712814,0.265059859,0.171347044,0.19553982,0.05241442,1.759858377
1097,75968,1097,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
1098,75969,1098,2,0.017564182,0.20954822,0.265059859,0.055511639,0.237304039,0.027755819,0.474608079
1099,75972,1099,9,0.07903882,0,0.20954822,0.20954822,0.128080041,0.063930036,1.152720369
1100,75973,1100,5,0.043910455,0.093712814,0.296345919,0.202633105,0.2136342,0.07277743,1.068171002
1101,75974,1101,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
1102,75975,1102,5,0.043910455,0.187425628,0.265059859,0.07763423,0.227328357,0.031849103,1.136641786
1103,75976,1103,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
1104,75977,1104,4,0.035128364,0.187425628,0.296345919,0.108920291,0.225716997,0.041765812,0.902867988
1105,75979,1105,10,0.087820911,0,0.20954822,0.20954822,0.12852503,0.060664048,1.285250299
1106,75980,1106,6,0.052692546,0.20954822,0.386387825,0.176839605,0.289137694,0.052503524,1.734826162
1107,76008,1107,3,0.026346273,0.093712814,0.187425628,0.093712814,0.137889457,0.03844534,0.413668372
1108,76009,1108,2,0.017564182,0.093712814,0.20954822,0.115835406,0.151630517,0.057917703,0.303261034
1109,76015,1109,1,0.008782091,0,0,0,0,0,0
1110,76020,1110,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1111,48631,1111,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1112,42151,1112,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1113,42157,1113,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1114,42160,1114,2,0.017564182,0.187425628,0.20954822,0.022122592,0.198486924,0.011061296,0.396973848
1115,39429,1115,9,0.07903882,0,0.20954822,0.20954822,0.121980519,0.060503913,1.09782467
1116,48632,1116,4,0.035128364,0.093712814,0.187425628,0.093712814,0.1502735,0.039605892,0.601094
1117,48634,1117,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
1118,48635,1118,4,0.035128364,0.093712814,0.132529929,0.038817115,0.103417093,0.016808304,0.413668372
1119,42164,1119,8,0.070256728,0,0.187425628,0.187425628,0.115131195,0.05666771,0.921049558
1120,48636,1120,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
1121,42166,1121,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
1122,39437,1122,6,0.052692546,0,0.187425628,0.187425628,0.093712814,0.054105118,0.562276885
1123,48637,1123,3,0.026346273,0.093712814,0.187425628,0.093712814,0.156188024,0.044176644,0.468564071
1124,39439,1124,5,0.043910455,0.093712814,0.20954822,0.115835406,0.143385881,0.047685707,0.716929406
1125,42167,1125,7,0.061474637,0,0.187425628,0.187425628,0.104803418,0.053072335,0.733623929
1126,56083,1126,5,0.043910455,0.093712814,0.132529929,0.038817115,0.117003083,0.019016425,0.585015416
1127,56085,1127,8,0.070256728,0,0.132529929,0.132529929,0.091702991,0.03834598,0.733623929
1128,56087,1128,5,0.043910455,0,0.132529929,0.132529929,0.082733674,0.044013981,0.413668372
1129,56088,1129,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
1130,56090,1130,3,0.026346273,0.132529929,0.187425628,0.054895699,0.169127062,0.025878081,0.507381186
1131,56091,1131,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
1132,56093,1132,7,0.061474637,0,0.132529929,0.132529929,0.085870571,0.037527808,0.601094
1133,56096,1133,1,0.008782091,0,0,0,0,0,0
1134,56097,1134,5,0.043910455,0,0.093712814,0.093712814,0.074970251,0.037485126,0.374851257
1135,56098,1135,4,0.035128364,0,0.132529929,0.132529929,0.079988889,0.04882488,0.319955558
1136,56101,1136,4,0.035128364,0,0.187425628,0.187425628,0.103417093,0.068363476,0.413668372
1137,56110,1137,3,0.026346273,0,0.132529929,0.132529929,0.075414248,0.055630769,0.226242743
1138,56111,1138,2,0.017564182,0.132529929,0.132529929,0,0.132529929,0,0.265059859
1139,56113,1139,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1140,56114,1140,3,0.026346273,0.093712814,0.093712814,0,0.093712814,0,0.281138442
1141,56115,1141,4,0.035128364,0.093712814,0.20954822,0.115835406,0.155804148,0.045511994,0.623216592
1142,56116,1142,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
1143,56118,1143,3,0.026346273,0.093712814,0.187425628,0.093712814,0.124950419,0.044176644,0.374851257
1144,56119,1144,4,0.035128364,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.452485487
1145,56120,1145,3,0.026346273,0.093712814,0.132529929,0.038817115,0.106651853,0.018298564,0.319955558
1146,56121,1146,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1147,56122,1147,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
1148,56123,1148,2,0.017564182,0,0.132529929,0.132529929,0.066264965,0.066264965,0.132529929
1149,56127,1149,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
1150,56128,1150,3,0.026346273,0,0.093712814,0.093712814,0.062475209,0.044176644,0.187425628
1151,73487,1151,1,0.008782091,0.265059859,0.265059859,0,0.265059859,0,0.265059859
1152,73491,1152,1,0.008782091,0.296345919,0.296345919,0,0.296345919,0,0.296345919
1153,72032,1153,5,0.043910455,0,0.20954822,0.20954822,0.124643318,0.074438313,0.623216592
1154,84604,1154,3,0.026346273,0.093712814,0.132529929,0.038817115,0.106651853,0.018298564,0.319955558
1155,73501,1155,3,0.026346273,0,0.187425628,0.187425628,0.093712814,0.076516192,0.281138442
1156,72034,1156,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
1157,84620,1157,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1158,97473,1158,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
1159,97476,1159,2,0.017564182,0.28113842,0.296345919,0.015207499,0.28874217,0.00760375,0.577484339
1160,97477,1160,1,0.008782091,0,0,0,0,0,0
1161,97478,1161,5,0.043910455,0.093712814,0.28113842,0.187425606,0.180871002,0.064579114,0.904355012
1162,97479,1162,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
1163,97480,1163,1,0.008782091,0.337886333,0.337886333,0,0.337886333,0,0.337886333
1164,97481,1164,1,0.008782091,0.20954822,0.20954822,0,0.20954822,0,0.20954822
1165,97484,1165,5,0.043910455,0.468564063,0.662649632,0.194085568,0.549636775,0.072612617,2.748183876
1166,97486,1166,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
1167,97487,1167,2,0.017564182,0.28113842,0.296345919,0.015207499,0.28874217,0.00760375,0.577484339
1168,97488,1168,2,0.017564182,0.337886333,0.397589773,0.059703439,0.367738053,0.02985172,0.735476106
1169,97489,1169,1,0.008782091,0.296345919,0.296345919,0,0.296345919,0,0.296345919
1170,97490,1170,3,0.026346273,0.468564063,0.477843463,0.0092794,0.471657197,0.004374351,1.41497159
1171,97492,1171,1,0.008782091,0.477843463,0.477843463,0,0.477843463,0,0.477843463
1172,97493,1172,2,0.017564182,0.093712814,0.187425628,0.093712814,0.140569221,0.046856407,0.281138442
1173,97495,1173,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1174,97496,1174,2,0.017564182,0.132529929,0.265059859,0.132529929,0.198794894,0.066264965,0.397589788
1175,97497,1175,7,0.061474637,0.093712814,0.265059859,0.171347044,0.183695177,0.062398843,1.285866238
1176,97498,1176,4,0.035128364,0.28113842,0.337886333,0.056747913,0.302929148,0.021115862,1.211716592
1177,97499,1177,3,0.026346273,0.265059859,0.337886333,0.072826475,0.294694871,0.031238405,0.884084612
1178,97501,1178,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1179,97502,1179,3,0.026346273,0.093712814,0.20954822,0.115835406,0.145263654,0.048139181,0.435790963
1180,97503,1180,3,0.026346273,0.093712814,0.296345919,0.202633105,0.199868985,0.083007267,0.599606954
1181,97504,1181,1,0.008782091,0,0,0,0,0,0
1182,97520,1182,9,0.07903882,0.093712814,0.296345919,0.202633105,0.181832433,0.070658993,1.636491895
1183,97522,1183,3,0.026346273,0.337886333,0.468564063,0.13067773,0.401346723,0.053415062,1.20404017
1184,02738,1184,1,0.008782091,0.093712814,0.093712814,0,0.093712814,0,0.093712814
1185,02739,1185,1,0.008782091,0.132529929,0.132529929,0,0.132529929,0,0.132529929
1186,14136,1186,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1187,14138,1187,2,0.017564182,0.093712814,0.132529929,0.038817115,0.113121372,0.019408558,0.226242743
1188,14139,1188,2,0.017564182,0.132529929,0.20954822,0.077018291,0.171039075,0.038509145,0.342078149
1189,14141,1189,2,0.017564182,0,0.093712814,0.093712814,0.046856407,0.046856407,0.093712814
1190,14145,1190,1,0.008782091,0.28113842,0.28113842,0,0.28113842,0,0.28113842
1191,14150,1191,1,0.008782091,0,0,0,0,0,0
1192,14167,1192,1,0.008782091,0.187425628,0.187425628,0,0.187425628,0,0.187425628
1193,56131,1193,4,0.035128364,0,0.093712814,0.093712814,0.070284611,0.040578839,0.281138442
