XCoord,YCoord,JOIN_COUNT,ZIPCODE
-94.98967303,47.19908225,0,56458
-86.647202,38.81499484,0,47470
-94.85160325,47.23610018,0,56461
-87.00226316,39.14168462,0,47471
-95.10481811,46.7632972,0,56464
-94.11215105,46.53527442,0,56465
-94.6359846,46.40902719,1,56466
-87.17242942,38.66244143,1,47501
-94.84326886,46.9794924,0,56467
-87.31779882,38.783158,0,47512
-86.70315062,38.30609978,0,47513
-94.29760975,46.49293421,0,56468
-86.58620733,38.1562016,0,47514
-86.70627902,38.18398013,0,47515
-87.41941325,38.76737945,0,47516
-93.54596772,46.77906452,0,56469
-86.98642821,38.60323878,0,47519
-86.59338919,37.98597882,0,47520
-86.72828275,38.39661379,0,47521
-86.8363911,38.88882296,0,47522
-87.02764385,38.17219958,0,47523
-94.06546726,44.95342308,3,55395
-94.3670021,44.54552287,2,55396
-93.93412513,44.81565915,0,55397
-93.59845895,45.46403262,2,55398
-93.26944914,44.98480951,0,55401
-93.27144411,44.97603952,0,55402
-93.28573577,44.97003438,3,55403
-93.26120784,44.96199616,9,55404
-93.30475927,44.97024142,0,55405
-88.64046439,39.34939464,0,62465
-89.09723188,35.69489379,0,38006
-89.42705233,36.15949844,0,38007
-87.84971751,38.7258352,0,62466
-88.43500382,39.13119358,0,62467
-88.99494584,35.24682894,2,38008
-88.27030479,39.27732925,0,62468
-81.62887175,41.02055836,2,44203
-89.70723399,35.46697916,0,38011
-88.34048889,39.3485791,0,62469
-81.82950367,41.24341154,0,44212
-81.99850379,40.95266902,0,44214
-81.89777692,41.07037272,0,44215
-81.58503505,40.93915716,0,44216
-89.27013424,35.60825099,2,38012
-76.82546925,41.10310703,0,17777
-77.96672186,41.28632955,0,17778
-77.38003426,41.20462001,0,17779
-76.75737813,40.83456567,1,17801
-77.0315004,41.1120598,0,17810
-77.22812963,40.74073555,0,17812
-77.17544651,40.78285685,0,17813
-76.36933506,41.27607513,0,17814
-76.42382882,41.01702412,1,17815
-76.4094474,40.89894216,0,17820
-76.63926289,40.98871637,1,17821
-76.60514204,40.96801602,1,17822
-76.72416233,40.7217001,0,17823
-76.50038433,40.85381582,0,17824
-76.96203483,40.7545392,0,17827
-77.1558039,40.90054879,0,17829
-76.7946398,40.68816674,0,17830
-76.45901917,40.80594539,0,17832
-76.46817013,40.7793067,0,17834
-77.20326165,40.88168508,0,17835
-76.60145832,40.71333915,0,17836
-76.94855023,40.98109882,1,17837
-76.43311931,40.77209196,0,17840
-77.35288357,40.72492803,0,17841
-82.83937362,34.67529048,1,29634
-82.62818683,35.07996742,0,29635
-82.33656761,34.35948922,0,29638
-82.42479108,34.30802002,0,29639
-82.577722,34.8883281,1,29640
-82.564769,34.77558006,0,29642
-83.00063821,34.51193921,0,29643
-82.19330544,34.67170262,0,29644
-82.12295506,34.59348807,0,29645
-82.15201785,34.13461659,7,29646
-82.14247999,34.24271268,0,29649
-82.25843043,34.89755859,3,29650
-82.22595746,34.94719056,2,29651
-82.23113305,34.30026977,0,29653
-82.36265202,34.46545634,0,29654
-82.64087429,34.26493919,0,29655
-82.68890247,34.76608479,1,29657
-83.28654121,34.76474032,0,29658
-82.64698832,34.20976968,0,29659
-82.53510633,35.06213934,0,29661
-82.30526404,34.77780507,0,29662
-83.15822519,34.86598419,0,29664
-82.91398616,34.72473467,0,29665
-81.99167126,34.1224106,0,29666
-93.93076695,43.56017971,0,56033
-94.18333969,44.03066179,0,56034
-93.2686667,43.82111657,0,56035
-93.2205001,43.55141985,0,56036
-94.04885645,44.01868393,0,56037
-94.32583934,43.66113892,0,56039
-94.52890871,44.15271735,0,56041
-93.48355541,43.80418189,0,56042
-93.22322489,43.64832203,0,56043
-93.93487806,44.56176063,0,56044
-93.21293537,43.75944705,0,56045
-93.27144882,43.96452392,0,56046
-94.23349454,43.73226303,0,56047
-93.71888927,44.09287697,2,56048
-93.95311356,44.26483554,0,56050
-93.7105669,43.53750448,1,56051
-93.5536105,44.32008972,0,56052
-90.96458652,46.70050857,0,54891
-92.30638796,45.87114234,0,54893
-91.44721828,45.45095193,0,54895
-90.88560028,45.81336629,0,54896
-88.53313559,44.06285644,1,54901
-88.53970542,43.94925677,0,54902
-88.6250902,44.02156518,2,54904
-89.35464125,44.2841673,0,54909
-88.3818334,44.2816835,1,54911
-88.39992546,44.34148284,0,54913
-88.47529286,44.2638731,1,54914
-88.3564474,44.2424609,1,54915
-89.56447455,44.30239464,0,54921
-88.74314205,44.54247347,0,54922
-88.96727736,43.99779162,1,54923
-88.65405583,44.10169101,0,54927
-88.88735491,44.73803746,0,54928
-88.74005746,44.63664301,0,54929
-89.55609739,44.0280447,0,54930
-88.67913225,44.2745049,0,54931
-88.61351131,43.83078236,0,54932
-88.70534981,44.66816417,0,54933
-74.86029733,39.64845153,0,8095
-78.69756844,39.47017194,0,26763
-75.16366224,38.42629357,0,21813
-75.89793004,38.29595967,0,21814
-75.83607801,37.98078391,0,21817
-75.9223097,38.16671186,0,21821
-75.63755576,38.2751698,0,21822
-76.0347004,37.98345767,0,21824
-75.62696147,38.31709237,0,21826
-75.37939067,38.09551033,0,21829
-75.73244129,38.40036169,0,21830
-75.94580627,38.53307089,0,21835
-75.76679038,38.45903898,0,21837
-75.73224493,38.0129746,1,21838
-75.90260789,38.24897499,0,21840
-75.29536031,38.2473252,0,21841
-75.09107501,38.37280518,3,21842
-75.46148259,38.37575132,0,21849
-75.39937611,38.3604913,0,21850
-75.54301246,38.07935796,1,21851
-75.72159916,38.20347272,0,21853
-75.79539145,38.33573998,0,21856
-75.72821663,38.53528365,0,21861
-75.22377787,38.39757243,0,21862
-75.39843446,38.19239737,1,21863
-75.40631709,38.04203313,0,21864
-75.84651596,38.28334538,0,21865
-76.02136547,37.96712753,0,21866
-75.7936778,38.10966538,0,21867
-75.89265542,38.43597971,0,21869
-75.73365741,38.10352648,0,21871
-75.29455858,38.41937317,0,21872
-97.17783087,32.85912228,2,76054
-97.15512297,32.16217161,0,76055
-97.42395174,32.46692992,0,76058
-73.97243869,40.7636221,0,10153
-73.9724875,40.7577785,0,10154
-73.94992442,40.76930826,0,10162
-73.97872225,40.75213096,0,10165
-73.97477101,40.75464849,0,10167
-73.97710321,40.75144841,0,10168
-73.97609841,40.75439127,0,10169
-73.97587655,40.75262526,0,10170
-73.97385833,40.75589935,0,10171
-73.9743148,40.75527332,0,10172
-73.97936372,40.75413057,0,10173
-73.9750035,40.751441,0,10174
-73.97593368,40.75513873,0,10177
-73.99715194,40.75138303,0,10199
-74.01054139,40.70823557,0,10271
-74.00371746,40.71513832,0,10278
-74.00866884,40.7126262,0,10279
-74.01681199,40.70922043,0,10280
-74.0152925,40.7166412,0,10282
-74.09576989,40.62855512,1,10301
-74.13772897,40.63071622,0,10302
-74.1690032,40.63236068,0,10303
-82.01629353,41.49831938,0,44012
-81.86322696,41.36871489,0,44017
-81.1474041,41.44165941,0,44021
-77.31867241,37.44104015,0,23231
-81.40458725,41.44810498,1,44022
-81.29063982,41.38637738,0,44023
-77.62660289,37.64554129,0,23233
-81.1926073,41.57664439,2,44024
-81.33181071,41.53249346,0,44026
-81.93897692,41.31019279,0,44028
-77.46966896,37.45211777,0,23234
-80.58192192,41.89982053,1,44030
-80.66993481,41.66600298,0,44032
-77.56455517,37.51334123,1,23235
-77.58632463,37.47445351,0,23236
-82.12939164,41.36513022,2,44035
-77.45235597,37.40215909,0,23237
-82.01962701,41.38477172,0,44039
-81.411007,41.53202029,0,44040
-77.64631797,37.59735017,0,23238
-88.3241771,41.4881632,0,60447
-86.72506491,34.34964602,0,35621
-86.89792779,34.34339171,0,35622
-87.8937417,41.53767782,0,60448
-87.77243695,41.4156705,0,60449
-87.66058266,34.82361736,2,35630
-87.79858318,34.87637755,0,35633
-87.61355306,34.91859267,0,35634
-88.43287364,41.36952868,1,60450
-87.96057795,41.50695194,1,60451
-86.94405556,34.44124492,1,35640
-87.20544291,34.67015481,0,35643
-87.7552556,41.60762048,1,60452
-87.50087118,34.90179916,1,35645
-87.52831765,34.67172067,0,35646
-87.12179269,34.96592207,1,35647
-87.75282172,41.71426865,1,60453
-87.38485327,34.95868377,0,35648
-86.87103362,34.61703499,0,35649
-87.80865233,41.74209768,0,60455
-87.73113376,41.73124837,0,60456
-87.82804798,41.72466468,0,60457
-87.83460895,41.74895886,1,60458
-87.30239505,34.4507083,1,35650
-87.48754031,34.46678878,0,35651
-87.76857596,41.74443088,0,60459
-87.31128077,34.84536555,0,35652
-88.53654641,41.00119099,0,60460
-87.69084627,41.51666826,0,60461
-87.8324188,41.62488121,1,60462
-87.87130419,34.51688704,2,35653
-76.69601929,39.75986801,0,17355
-76.58225019,39.89658413,0,17356
-109.9102793,32.03951778,0,85606
-117.0540581,32.6073532,4,91911
-116.9870552,32.62001045,0,91913
-116.9523472,32.6654313,0,91914
-116.949588,32.62237506,0,91915
-116.621358,32.88799557,0,91916
-116.7196661,32.60886463,0,91917
-116.557718,32.84636743,0,91931
-109.3516593,31.5211728,1,85607
-109.5860905,31.45588513,0,85608
-117.1207797,32.57415185,0,91932
-110.1055337,32.06588515,0,85609
-116.1724415,32.65852598,0,91934
-109.7177224,31.74108564,0,85610
-110.5120247,31.66154874,0,85611
-116.7904976,32.70880031,0,91935
-110.3851216,31.56692012,2,85613
-116.9934504,32.75987312,0,91941
-117.0216859,32.77749107,6,91942
-110.9257765,31.8228788,0,85614
-117.0341755,32.73316835,0,91945
-116.4533145,32.86961589,0,91948
-110.2198175,31.40179397,0,85615
-110.3329768,31.6933275,0,85616
-109.7229554,31.54829196,0,85617
-110.5557869,32.71317504,0,85618
-110.7332121,32.40760602,0,85619
-109.9413254,31.33728194,0,85620
-117.0941801,32.67004728,2,91950
-116.474264,32.77763091,0,91962
-116.6100254,32.62623078,0,91963
-111.0404257,31.42299998,1,85621
-116.9965502,32.72596264,1,91977
-84.79758986,43.29163108,0,48889
-84.96873766,42.7696163,0,48890
-84.91361577,43.39592164,1,48891
-88.57381513,33.23959645,0,39739
-84.17449837,42.63652083,0,48892
-88.31214709,33.72189408,0,39740
-88.86237657,33.65140684,0,39741
-84.97789145,43.68300767,1,48893
-88.61294731,33.32180354,0,39743
-84.7856855,42.92452435,0,48894
-84.27958488,42.68873794,2,48895
-72.95970223,42.2965381,0,1011
-91.02136611,30.42897532,7,70816
-104.8541333,38.92710899,0,80919
-90.98091046,30.37603922,1,70817
-94.70908437,32.39853829,0,75603
-91.04989128,30.54253484,1,70818
-91.01090284,30.47401466,0,70819
-91.18537455,30.36900993,0,70820
-91.09034173,30.39124759,0,70836
-104.7707763,38.95761133,1,80920
-92.89717997,32.59455517,2,71001
-93.02961341,32.62869591,0,71003
-104.9101808,39.00557634,0,80921
-93.86310134,32.74837581,0,71004
-94.82783034,32.50965105,0,75604
-104.7005973,38.8906554,0,80922
-93.6335314,32.72759969,0,71006
-94.00666882,32.36908428,0,71007
-92.96682909,32.34040178,0,71008
-94.72063931,32.58258288,2,75605
-104.7147701,38.92691176,2,80923
-104.7211657,38.96761211,0,80924
-93.10825561,32.23251474,0,71016
-104.650389,38.75065816,0,80925
-94.55268241,32.87432906,0,75630
-104.9186384,38.64582955,0,80926
-93.42624465,32.82249871,0,71018
-104.6583279,38.92857268,0,80927
-94.45454266,32.2492352,0,75631
-104.452006,38.64909441,0,80928
-104.6269665,38.82471206,0,80929
-104.5024766,38.81424321,0,80930
-84.29085842,37.57347144,0,40404
-84.4329316,37.37757262,0,40409
-87.8764309,41.8828438,0,60104
-84.49304012,37.45058024,0,40419
-87.94190865,41.96043928,0,60106
-88.17925955,42.02215816,0,60107
-84.80073068,37.63786435,2,40422
-83.94032338,37.39446228,0,40434
-88.09179546,41.94929294,0,60108
-84.86587358,37.44550089,0,40437
-88.54592204,42.04980764,0,60109
-84.82496009,37.57849852,0,40440
-84.72468006,37.35269909,0,40442
-88.28591439,42.12298278,0,60110
-88.82813009,42.00817549,0,60111
-88.69080726,41.92428415,0,60112
-82.75669018,34.76479258,0,29667
-82.41659725,34.64147737,0,29669
-82.7232993,34.64342262,0,29670
-82.72150791,34.93509882,1,29671
-82.93965348,34.74823969,1,29672
-82.45719358,34.71930171,0,29673
-82.96064888,34.93320704,0,29676
-82.94107869,34.63305808,3,29678
-82.29156935,34.68861655,1,29680
-82.22478887,34.76913942,1,29681
-82.84554091,34.83450216,0,29682
-82.49417266,35.02999933,0,29683
-82.72653765,34.38032131,0,29684
-82.8471197,34.98725061,0,29685
-83.04654792,34.93034735,0,29686
-82.32763242,34.98421984,0,29687
-82.87395985,34.52744197,0,29689
-82.42154572,35.05926384,2,29690
-83.0860128,34.78362518,0,29691
-82.22194523,34.41960615,0,29692
-83.15157739,34.65262013,0,29693
-83.0058392,34.77612455,0,29696
-82.54801637,34.62805864,0,29697
-81.47689523,35.11334125,0,29702
-80.91533751,34.82091265,0,29704
-81.23292365,34.716756,2,29706
-80.85835642,34.97732299,1,29707
-80.98586686,35.04657329,0,29708
-80.0966019,34.72030244,0,29709
-81.22035827,35.10645963,0,29710
-80.98561906,34.79498569,0,29712
-80.91532816,34.71104539,0,29714
-80.9265555,35.01075,0,29715
-81.4431277,34.95290965,0,29717
-80.33129285,34.61981834,0,29718
-81.55626313,41.50185012,0,44118
-84.02141501,35.94756523,1,37909
-87.65927524,38.87214422,0,62427
-102.7406846,39.34257963,0,80861
-103.0608872,38.88625694,0,80862
-90.74161011,30.04387132,0,70763
-95.60680047,33.1681598,1,75482
-95.74860948,33.7582247,0,75486
-95.16156451,33.33605784,0,75487
-95.98747405,33.77723184,0,75488
-96.48432206,33.51925063,0,75489
-105.1080489,39.02825312,1,80863
-96.31336432,33.43428889,0,75490
-91.28830811,30.22615181,1,70764
-104.1867749,38.69783115,0,80864
-104.8078738,38.68313942,0,80902
-96.39749644,33.49636776,0,75491
-95.99552155,33.5876773,0,75492
-95.10852248,33.1388063,0,75493
-91.32296558,30.47409901,0,70767
-94.37375327,44.43522215,1,56054
-94.24571307,44.12820718,3,56055
-94.57957067,44.07270333,0,56056
-93.71551879,44.3945553,0,56057
-93.91541606,44.44501213,3,56058
-83.38434026,34.22574547,0,30530
-83.59168563,34.51013689,0,30531
-84.01538123,34.56409328,1,30533
-84.15071718,34.43886576,0,30534
-83.57700127,34.58065181,2,30535
-84.35536393,34.65504027,0,30536
-83.31999101,34.97772264,0,30537
-83.26611833,34.50410358,0,30538
-84.54403404,34.72432979,1,30540
-84.53910848,34.9129064,0,30541
-83.9086964,34.17781442,0,30542
-83.65042494,34.2953043,0,30543
-83.76413876,34.74156594,0,30545
-83.70734415,34.90872303,1,30546
-83.46228384,34.36057689,0,30547
-83.76665494,34.0905767,1,30548
-83.57737209,34.10678297,0,30549
-83.44520391,34.77104401,0,30552
-83.0859253,34.44330221,0,30553
-83.65900683,34.39940759,0,30554
-84.42913487,34.97394858,0,30555
-83.18385966,34.4808482,0,30557
-83.56449121,34.27125842,0,30558
-84.26670158,34.95254549,0,30559
-84.19489994,34.87980698,0,30560
-83.37741065,34.92156199,0,30562
-83.46252822,34.56341777,0,30563
-83.88618746,34.47053138,0,30564
-83.41120899,34.08686666,0,30565
-83.89498392,34.23573149,0,30566
-83.67498204,34.18359457,0,30567
-83.41543767,34.95506006,0,30568
-83.68937701,34.70867852,0,30571
-84.0732378,34.73542823,0,30572
-79.8501082,40.37319444,0,15110
-79.83770588,40.40448459,0,15112
-79.95047742,40.53908107,0,15116
-79.90676442,40.39611368,1,15120
-79.90517215,40.36025453,0,15122
-80.28444493,40.4624805,0,15126
-79.99603828,40.29324902,0,15129
-79.80015448,40.33596808,0,15131
-79.8431361,40.33983443,1,15132
-79.86328159,40.3271631,0,15133
-79.81536183,40.30158284,0,15135
-80.10435581,40.46793576,1,15136
-79.8089522,40.37798437,0,15137
-79.83477439,40.52194875,0,15139
-88.83926086,44.00281297,0,54934
-88.43516101,43.77424582,2,54935
-88.43034724,43.76132604,1,54937
-88.84423865,44.2248903,0,54940
-88.99315163,43.84448932,0,54941
-88.54784378,44.29121499,0,54942
-89.5836443,44.12526237,0,54943
-88.62779744,44.3250155,0,54944
-89.1369177,44.57650609,0,54945
-89.14440001,44.33660458,0,54946
-88.68858329,44.19996591,0,54947
-88.86998292,44.77714715,0,54948
-88.91259041,44.48359478,0,54949
-88.90539248,44.65491057,0,54950
-88.32887648,44.20034834,0,54952
-88.52765959,44.1825274,2,54956
-89.22338531,43.9470173,0,54960
-89.02257641,44.48569789,0,54962
-80.36098788,27.50407075,0,34946
-80.37591923,27.44896704,0,34947
-71.12947043,42.35785902,0,2134
-71.15381279,42.34988445,6,2135
-71.1293454,42.2552928,0,2136
-71.13449506,42.38003081,8,2138
-97.32689311,32.39250068,0,76059
-97.21585119,32.64078515,0,76060
-97.18838801,32.5039881,0,76061
-97.14277082,32.5697675,2,76063
-97.03550906,32.30138069,0,76064
-96.98897785,32.47050128,0,76065
-97.99504888,32.70726279,0,76066
-98.1275491,32.8000529,1,76067
-97.6543018,32.26246814,0,76070
-97.47929495,33.005459,0,76071
-97.72734982,33.1034738,0,76073
-97.70542794,32.28214178,0,76077
-97.46658516,33.08917789,0,76078
-97.71841786,32.97049596,0,76082
-97.08946445,32.43219085,0,76084
-97.70074618,32.85030843,0,76085
-97.78993389,32.7548097,2,76086
-97.78317809,32.67076584,0,76087
-97.90144173,32.84593066,0,76088
-97.14857886,32.95998689,1,76092
-97.3948857,32.2172391,0,76093
-97.32977134,32.75922942,2,76102
-97.26546211,32.75207188,0,76103
-97.31781033,32.7286898,12,76104
-97.26943274,32.72404595,0,76105
-97.35250375,32.8144969,0,76106
-97.38205265,32.7417241,1,76107
-97.52195035,32.77594126,0,76108
-97.38390314,32.70100811,0,76109
-97.33888651,32.70695135,0,76110
-97.29986514,32.77811274,1,76111
-97.21845283,32.74807105,0,76112
-97.40267409,32.7744128,0,76114
-97.33074525,32.67878758,0,76115
-97.44639171,32.72167307,0,76116
-97.26756745,32.80367164,0,76117
-97.20781092,32.79962133,0,76118
-97.26212922,32.69063965,0,76119
-97.17821699,32.77223543,0,76120
-97.39308835,32.61900093,0,76123
-97.51233657,32.63383432,0,76126
-97.43011992,32.77707645,0,76127
-74.09335957,40.60704553,2,10304
-74.07513261,40.5966296,1,10305
-74.12545767,40.5715243,0,10306
-74.23851332,40.50740423,0,10307
-74.15041051,40.55150941,0,10308
-74.22063773,40.53126008,1,10309
-74.11614789,40.63264881,2,10310
-74.17953385,40.6052306,0,10311
-74.18153456,40.54485324,1,10312
-74.16652195,40.59928214,1,10314
-76.75474051,39.8519672,0,17360
-76.67706617,39.7655176,0,17361
-75.75683751,42.8618936,0,13061
-76.38420448,42.48505844,0,13062
-75.97702865,42.84627641,0,13063
-76.7098276,43.32918148,0,13064
-76.00317885,43.03271709,0,13066
-76.35867555,42.4997803,0,13068
-76.37918784,43.33215826,1,13069
-76.54110946,42.67795376,0,13071
-75.76408361,42.76325337,0,13072
-76.39787216,42.58517034,0,13073
-76.54781233,43.30986039,0,13074
-76.15260465,43.3558508,0,13076
-76.19592269,42.71390527,0,13077
-76.06158999,42.96084529,0,13078
-76.47895015,43.08431407,0,13080
-76.62120212,42.67357538,0,13081
-75.95327106,43.10054174,0,13082
-75.98120539,43.64848287,0,13083
-76.11308103,42.888984,0,13084
-76.15585554,42.70645584,0,13087
-76.18716452,43.11000224,1,13088
-76.21356514,43.1517158,0,13090
-76.4234061,42.65168697,0,13092
-76.06724514,42.59851637,0,13101
-76.29245648,42.55264727,0,13102
-76.10826538,43.32721327,0,13103
-75.95572207,42.96315707,0,13104
-76.33097134,42.97328109,0,13108
-76.28533193,42.89314224,0,13110
-76.62043381,43.25869804,0,13111
-87.61266229,38.48658792,0,47524
-86.56369982,38.03116544,0,47525
-86.77970767,38.47206459,0,47527
-95.09813429,47.02292259,2,56470
-87.25695024,38.83783212,0,47528
-87.07980378,38.86024545,0,47529
-86.85223791,38.03900228,0,47531
-86.86043077,38.22119752,0,47532
-94.35575621,46.57397235,1,56472
-87.30766964,38.87234802,0,47535
-81.63184714,31.87009436,1,31314
-91.24573273,40.79853655,0,52638
-81.59015404,31.89382821,0,31315
-91.45644454,40.52983645,1,52639
-91.2848071,41.09971238,2,52640
-81.72852944,31.71720518,0,31316
-81.37194077,32.14202591,0,31318
-81.36614849,31.76809934,0,31320
-91.58721545,40.98968981,16,52641
-91.41498684,41.03999869,0,52644
-81.66563931,32.18121628,0,31321
-91.40303438,40.91360117,1,52645
-91.00144971,41.06670005,0,52646
-91.54465765,41.13510141,0,52647
-81.25389121,32.1097324,0,31322
-91.60359702,40.84074062,0,52649
-91.15729116,40.94885313,0,52650
-79.1481121,40.76789069,0,15747
-93.22116079,44.93958709,1,55406
-93.25284609,44.93500927,1,55407
-93.29206361,44.9399305,0,55408
-83.84506123,43.56189784,4,48708
-83.98766896,43.55651306,0,48710
-83.35220316,43.83352573,0,48720
-83.34245854,44.80758748,0,48721
-83.84179438,43.34830239,1,48722
-89.46074791,31.53602766,0,39479
-86.87089933,37.35242641,0,42320
-87.05594607,37.17159584,0,42321
-87.39531264,37.61364801,0,42322
-72.84635673,42.38701216,0,1012
-72.60821504,42.1596132,0,1013
-72.56530846,42.17636081,1,1020
-72.54267692,42.19729563,0,1022
-72.92026588,42.46332752,0,1026
-72.74312088,42.29506919,0,1027
-72.49905087,42.05977319,0,1028
-73.04835559,42.19633079,0,1029
-72.67989332,42.06899132,0,1030
-72.1981533,42.32938046,0,1031
-72.81299929,42.45041624,0,1032
-72.50361659,42.26081515,0,1033
-72.95767254,42.08479259,0,1034
-72.56921762,42.35564732,0,1035
-72.41584656,42.06372437,0,1036
-72.19772331,42.37009381,0,1037
-72.60694502,42.38549389,0,1038
-77.04171156,40.80402314,0,17842
-77.08628547,40.96547018,0,17844
-77.21114559,40.88529574,0,17845
-76.51724632,41.14531036,0,17846
-76.80592791,41.00569045,0,17847
-76.85752765,40.96586506,0,17850
-76.43247562,40.80429704,0,17851
-77.00957689,40.69419262,0,17853
-122.6230011,47.59269561,1,98310
-122.6370105,47.63021087,0,98311
-113.23653,44.50722488,0,83464
-113.6999941,44.77716429,0,83465
-114.0418338,45.42420055,0,83466
-122.7600592,47.57325852,1,98312
-122.6387226,47.55594586,0,98314
-122.7160238,47.72504135,0,98315
-122.990082,47.72118078,0,98320
-122.0642481,47.15281771,0,98321
-121.8881334,47.04060093,0,98323
-104.8151915,38.83129406,1,80903
-95.26234536,32.90935178,1,75494
-90.94048085,30.30732728,1,70769
-90.99729153,30.65023354,0,70770
-91.46865198,30.43695985,0,70772
-91.36312356,30.60869062,0,70773
-104.8719631,38.86061962,0,80904
-96.55161751,33.43311563,0,75495
-90.77379539,30.20762609,0,70774
-96.06299156,33.35986521,0,75496
-104.8367601,38.81791284,1,80905
-95.57200167,32.92198921,0,75497
-91.36863851,30.86012699,1,70775
-91.08990962,30.2635408,0,70776
-91.07002726,30.73829431,0,70777
-90.8606454,30.15327122,0,70778
-91.16979764,30.295357,0,70780
-91.51858198,30.9437192,0,70782
-91.40434358,30.68344609,0,70783
-104.871639,38.76568185,0,80906
-90.81816255,30.55891431,0,70785
-91.4431908,30.96309261,0,70787
-94.13144511,33.3736033,2,75501
-91.17351563,30.136308,0,70788
-91.08262231,30.93176861,0,70789
-83.4134483,34.74168421,0,30573
-83.7159323,34.2037515,0,30575
-83.44917737,34.82766991,0,30576
-83.32467999,34.55409548,1,30577
-83.4169859,34.79643644,0,30581
-83.90305942,34.95098669,0,30582
-83.34853209,34.00084703,1,30601
-83.37238655,33.94324689,1,30602
-83.32328597,33.90658902,0,30605
-83.42878167,33.93959475,3,30606
-83.44598446,34.02007299,0,30607
-83.38200746,33.94946362,0,30609
-83.24103227,33.85750356,0,30619
-83.75732577,33.92907151,0,30620
-83.48398513,33.80443039,0,30621
-83.51978483,33.92205493,0,30622
-83.53609404,33.73017271,0,30623
-83.0468307,34.18719119,0,30624
-83.33776454,33.51948591,0,30625
-82.9607043,33.97549639,0,30627
-83.21262245,34.02973827,0,30628
-83.11708319,34.07902501,0,30629
-83.15290066,33.91152001,0,30630
-82.87593816,33.56777622,0,30631
-83.24709121,34.17835024,0,30633
-82.94936612,34.20115642,0,30634
-82.80439937,34.10316846,2,30635
-83.56976897,33.77765562,0,30641
-83.1934422,33.55440027,1,30642
-82.90882079,34.36262302,2,30643
-83.31138297,34.07829147,0,30646
-83.04894152,33.88223177,0,30648
-83.47198745,33.58412808,2,30650
-83.69796513,33.7783464,1,30655
-83.71979893,33.86076201,0,30656
-82.95042236,33.78562091,0,30660
-83.14788134,34.2656765,4,30662
-75.35243036,38.39167613,0,21874
-75.54924431,38.44082953,0,21875
-75.70408434,38.15731807,0,21890
-75.95840736,39.58564041,0,21901
-76.06314777,39.55197067,0,21902
-76.03993445,39.5729981,0,21903
-76.07804513,39.62314817,0,21904
-76.03799294,39.68925179,0,21911
-75.86760941,39.40450892,0,21913
-75.97904789,39.57268001,0,21914
-75.84403509,39.49908195,0,21915
-75.86156194,39.64128828,0,21916
-76.09825099,39.67136283,0,21917
-76.16682477,39.68364572,0,21918
-75.93547323,39.41889822,1,21919
-75.82832593,39.65749767,0,21920
-75.85886362,39.62634718,1,21921
-75.89001651,39.37212917,0,21930
-76.96878267,38.99908195,0,20783
-74.08028083,40.69841234,0,7305
-76.89042688,38.951034,0,20784
-74.07180214,40.73456405,1,7306
-74.05633056,40.7517146,0,7307
-111.6757874,41.01958877,0,84050
-110.4290915,40.39222123,0,84051
-109.9955774,40.17197797,0,84052
-110.0181087,40.44995891,0,84053
-97.36349471,32.70863904,0,76129
-97.34688245,32.88335257,0,76131
-97.41796895,32.66757558,7,76132
-97.37723564,32.6539351,0,76133
-97.33350025,32.64276098,0,76134
-98.99947502,29.03927355,0,78057
-99.63953776,30.09572727,0,78058
-98.84177288,29.19187324,0,78059
-98.10705348,28.44680123,0,78060
-99.14691471,28.90172222,2,78061
-98.9141969,29.68786381,0,78063
-98.42570722,28.93614405,0,78064
-98.63981928,29.07760311,0,78065
-98.89559998,29.47943914,0,78066
-99.33642331,27.13266237,0,78067
-98.68110642,29.18605395,0,78069
-98.406297,29.89823192,0,78070
-98.22427717,28.4695221,0,78071
-98.5850979,28.30179194,0,78072
-98.61955276,29.24487917,0,78073
-98.35309235,28.60115673,0,78075
-99.15510152,26.93098446,0,78076
-98.23882652,29.34402924,0,78101
-97.71085938,28.40247559,1,78102
-97.76460734,28.51876921,0,78104
-97.57402066,28.54929168,0,78107
-98.21881363,29.57431956,0,78108
-98.2914035,29.48787945,0,78109
-98.371646,29.21279605,0,78112
-98.126903,28.95336329,0,78113
-98.20179478,29.11824584,2,78114
-73.92383877,40.82071729,3,10451
-73.92343754,40.83739131,3,10452
-73.91351139,40.85231944,3,10453
-73.91660437,40.80549204,3,10454
-73.90858973,40.81471272,3,10455
-73.90812144,40.82988608,4,10456
-73.89866237,40.8471622,10,10457
-73.88815928,40.86252931,4,10458
-73.89294098,40.82585578,2,10459
-77.32094471,37.50515119,0,23250
-77.54232124,37.63041449,1,23294
-80.95166093,41.7777764,1,44041
-75.63479663,37.68149479,0,23301
-75.51710717,37.86360034,0,23302
-75.50886992,37.90729186,0,23303
-76.57107153,36.99652934,0,23304
-72.70033149,41.33205824,1,6437
-72.50354955,41.45709833,0,6438
-72.57739516,41.46501158,0,6441
-72.44545988,41.34301089,0,6442
-72.38121977,43.67224608,1,5001
-72.5910039,43.71205125,0,5031
-72.65937158,43.80653524,0,5032
-72.15812129,44.00892712,0,5033
-72.63204303,43.58458406,0,5034
-72.68754757,43.60151032,0,5035
-72.5797689,44.02647108,0,5036
-72.49152076,43.45941048,0,5037
-72.45724503,43.99434116,0,5038
-72.29714895,44.0366081,0,5039
-72.20243604,44.06713388,0,5040
