XCoord,YCoord,JOIN_COUNT,ZIPCODE
-88.43471145,39.96084708,0,61851
-89.32479238,43.24904711,0,53532
-88.07580187,39.90315521,0,61852
-88.41679911,40.2214693,0,61853
-90.14674618,42.99397345,1,53533
-88.52404912,40.20399978,0,61854
-88.66093741,39.92214249,0,61855
-89.08748441,42.84999039,1,53534
-88.57953056,40.02687903,1,61856
-87.84227987,40.11655364,0,61857
-89.26547382,42.76194421,0,53536
-70.56716667,41.59676282,0,2536
-70.44002062,41.72985246,0,2537
-70.64917743,41.77702926,0,2538
-70.5222437,41.37939833,0,2539
-70.62890942,41.57347777,1,2540
-70.54684133,41.70257494,0,2542
-70.76635706,41.47871637,0,2543
-70.61982646,41.71274589,0,2553
-70.09472092,41.28767183,1,2554
-70.62585576,41.63956736,0,2556
-70.57395983,41.44170661,0,2557
-70.65357689,41.74491503,0,2558
-70.6164242,41.69102563,1,2559
-70.53311437,41.76886834,0,2561
-70.52682636,41.78746394,0,2562
-70.47815005,41.72058778,0,2563
-69.98460681,41.2646543,0,2564
-96.91175434,32.63399113,0,75137
-95.69142698,32.64690482,1,75140
-96.69459388,32.63997776,0,75141
-96.24714855,32.57358851,1,75142
-96.24814657,32.36358991,0,75143
-96.2088422,32.11310895,0,75144
-96.75066956,32.57460401,0,75146
-96.07740134,32.43301715,0,75147
-96.01214195,32.12465322,1,75148
-96.61487124,32.76999633,2,75149
-96.63036782,32.81577127,1,75150
-96.68036305,32.43645286,0,75152
-96.32860927,32.15026928,0,75153
-96.81010287,32.52277386,0,75154
-96.47316088,32.22560808,0,75155
-96.09978617,32.2868852,0,75156
-96.44667181,32.46230892,0,75157
-89.91005613,30.53956233,0,70464
-96.39663049,32.46222443,0,75158
-90.51978576,30.85157109,0,70465
-105.8112367,39.68543118,0,80476
-106.8293537,40.48639105,0,80477
-105.8469803,40.02789591,0,80478
-90.50139986,30.5680606,0,70466
-106.8331256,40.03183116,0,80479
-96.54087308,32.60747174,0,75159
-90.06230844,30.40717499,2,70471
-106.3524129,40.67292903,0,80480
-105.5458606,40.08961222,0,80481
-96.30015589,32.76167463,4,75160
-105.7844599,39.89393665,0,80482
-106.9177433,40.11977985,0,80483
-91.99046256,30.23972322,3,70501
-88.26479331,36.95874271,0,42044
-83.62160218,43.06787395,0,48506
-88.26194884,37.06499472,0,42045
-88.39238978,37.29582298,0,42047
-88.22807974,36.76681035,0,42048
-88.32654744,36.51786713,0,42049
-83.71548593,42.96543344,0,48507
-89.22083899,36.5520282,0,42050
-88.64409377,36.85529358,0,42051
-83.60538788,43.02611906,0,48509
-83.60693414,42.98748288,0,48519
-83.66178182,42.97243587,0,48529
-88.88100295,37.11295527,0,42053
-88.43391403,36.7152678,0,42054
-83.79089055,43.01240062,1,48532
-83.71689963,42.98099396,0,48551
-83.72354843,42.97783115,0,48553
-83.79073439,42.97588126,0,48554
-79.48481415,36.0342348,0,27201
-79.78929072,35.73222321,1,27203
-79.85091595,35.63956441,0,27205
-79.39302955,35.6054799,0,27207
-79.54296566,35.56283653,0,27208
-79.75079253,35.34315016,0,27209
-79.28062313,36.46058893,0,27212
-79.67855138,36.21253697,0,27214
-79.48890406,36.03177654,1,27215
-79.38332655,36.19272127,0,27217
-79.79754233,35.2502494,0,27229
-79.16978247,36.20297428,0,27231
-79.69956275,35.88705993,0,27233
-80.00896229,36.09525816,0,27235
-80.08959564,35.60758361,0,27239
-79.639766,35.33056464,0,27242
-79.194959,36.07803482,0,27243
-79.487768,36.21014499,0,27244
-79.7096795,35.78778807,0,27248
-79.5818782,36.15736597,0,27249
-79.34949942,35.56419037,0,27252
-79.34544755,35.96165656,0,27253
-79.32603125,36.03639199,0,27258
-79.98833845,35.95398156,0,27260
-80.0383955,35.96233524,1,27262
-79.93796861,35.90929471,0,27263
-80.0305527,36.00958973,0,27265
-79.08617101,36.08602091,0,27278
-79.62674179,35.18611077,0,27281
-79.92826623,35.99574151,0,27282
-79.637221,35.95195352,0,27283
-80.07738586,36.11845978,1,27284
-79.74658371,36.49907419,1,27288
-79.16605533,36.40203946,0,27291
-80.2092436,35.73451198,1,27292
-80.3151042,35.86837458,0,27295
-79.56712597,35.88581063,0,27298
-80.38593875,35.75216662,0,27299
-79.66686874,36.11382495,0,27301
-79.26433354,36.14039685,0,27302
-83.78158533,41.18760522,0,43529
-84.49566608,41.63504413,0,43531
-83.97430438,41.45515797,0,43532
-84.08248255,41.69141501,0,43533
-83.93004453,41.35557393,0,43534
-84.02204042,41.30727786,0,43535
-84.63289299,41.30980318,0,43536
-83.68552222,41.57464641,3,43537
-83.94131189,41.69562829,0,43540
-83.82953604,41.30075532,0,43541
-83.76503521,41.56666828,0,43542
-84.63368917,41.6056631,1,43543
-84.12746788,41.3912806,2,43545
-83.8763158,41.49216024,0,43547
-84.1751145,41.18532644,0,43548
-84.51735397,41.37448002,0,43549
-83.57128177,41.52151356,0,43551
-84.22883621,41.53122734,0,43553
-84.5580835,41.66030127,0,43554
-84.25432196,41.43412937,0,43555
-84.56990875,41.30606099,0,43556
-84.39620514,41.4840943,0,43557
-83.87836068,41.59283351,0,43558
-83.73798133,41.70108914,3,43560
-83.74010711,41.41997085,0,43565
-83.75866898,41.49581929,0,43566
-84.15407434,41.57568911,1,43567
-112.0381625,41.21868855,0,84401
-97.39404772,35.41909096,0,73145
-97.4893282,35.38940948,0,73149
-93.70920147,34.47902083,0,71960
-97.33270108,35.40091854,0,73150
-97.41109329,35.5675787,0,73151
-93.84053017,34.59805646,0,71961
-111.9025614,41.19445096,2,84403
-93.32630438,34.03344779,0,71962
-93.24347522,34.42297999,0,71964
-97.57680026,35.39010715,1,73159
-93.74267547,34.66557155,0,71965
-93.29729336,34.52730042,0,71968
-93.63222625,34.66610045,0,71969
-93.4915705,34.66455776,0,71970
-94.03723553,34.30389571,0,71971
-94.27147745,34.3866561,0,71972
-97.47542586,35.33209044,2,73160
-94.3171943,34.29968656,0,71973
-93.05367681,34.12584742,0,71998
-93.05906688,34.12745835,0,71999
-112.1164507,41.27065463,0,84404
-92.87930765,35.06641521,0,72001
-97.64144397,35.58110817,0,73162
-122.4442174,38.57677602,0,94508
-121.8126478,37.99676418,3,94509
-122.1321912,38.09403829,0,94510
-121.640523,38.02893956,0,94511
-121.8382258,38.13280743,0,94512
-121.6749965,37.92356107,0,94513
-121.6236749,37.82545437,0,94514
-122.6186349,38.62484065,0,94515
-122.1650348,37.83390163,0,94516
-121.878366,37.89021119,0,94517
-122.0220385,37.95036285,0,94518
-122.0130013,37.98845213,0,94519
-122.0406233,37.99529165,2,94520
-121.9561899,37.95601025,0,94521
-122.0761402,37.95413278,0,94523
-122.2312967,38.05278993,0,94525
-121.9915376,37.81442783,0,94526
-121.9506116,37.8456012,0,94528
-122.2983371,37.92156135,0,94530
-121.7758152,37.96576554,0,94531
-122.0067469,38.28058143,4,94533
-122.1314209,38.24226645,0,94534
-121.9326927,38.28469269,1,94535
-121.9853765,37.57131944,1,94536
-121.963606,37.50618279,2,94538
-121.9117748,37.51691629,0,94539
-122.0851454,37.67430373,1,94541
-84.28543597,42.54640751,0,48819
-89.28177486,30.41541194,0,39571
-87.91072246,37.79353352,0,42461
-89.60113438,30.25080529,0,39572
-87.80071946,37.74088556,0,42462
-87.8716375,37.47517559,0,42463
-84.59289187,42.86303037,3,48820
-87.36703008,37.18150535,0,42464
-84.6470853,42.63938974,0,48821
-84.76066711,42.83333089,0,48822
-89.09232462,30.72713429,0,39573
-84.44980167,37.0617456,0,42501
-89.09002037,30.60747871,0,39574
-84.45381489,42.76199483,0,48823
-84.4808927,42.72702417,0,48825
-89.38381134,30.28888814,0,39576
-84.52477646,37.15662665,1,42503
-84.77861137,37.2271657,0,42516
-84.63300124,36.93454692,0,42518
-84.65979339,42.50911203,2,48827
-84.53571377,36.93931637,0,42519
-89.076385,30.90610941,1,39577
-85.02020537,43.40120904,2,48829
-85.01406299,37.18414482,0,42528
-84.59284704,37.06759683,0,42533
-84.37164861,43.10287313,1,48831
-84.78013494,43.41469298,0,48832
-88.49055967,30.35750165,0,39581
-85.02948042,43.1322539,0,48834
-84.95385974,37.30378614,0,42539
-84.79766742,37.37150023,0,42541
-84.74684937,43.02829781,0,48835
-84.07464555,42.67079287,0,48836
-84.81658957,37.03399971,0,42544
-84.696985,37.17121022,0,42553
-84.89349257,37.15502279,0,42565
-121.363596,39.66072602,0,95916
-121.7625244,39.41905448,0,95917
-121.3334564,39.29644237,0,95918
-121.2611428,39.43288861,0,95919
-121.93701,39.46074116,0,95920
-121.0719316,39.48485552,0,95922
-121.1155653,40.15789866,0,95923
-121.1795475,39.46888666,0,95925
-121.8438306,39.74562687,3,95926
-121.8444692,39.68384506,0,95928
-121.1935247,39.55189636,0,95930
-121.9988351,39.27204387,1,95932
-120.928546,40.07190382,0,95934
-121.1911709,39.37755871,0,95935
-120.7921698,39.60728924,0,95936
-121.9990416,38.88524294,0,95937
-121.7986867,39.60304155,0,95938
-122.5929442,39.56331027,0,95939
-121.2422836,39.52099696,0,95941
-121.5646432,40.01873129,0,95942
-122.0366973,39.58570221,0,95943
-120.9314648,39.49932562,0,95944
-120.9770157,39.19509393,5,95945
-121.2012372,39.21534382,0,95946
-120.8197028,40.17455448,1,95947
-121.7603731,39.34373157,1,95948
-121.1351679,39.10259447,0,95949
-121.9209336,39.04396515,0,95950
-122.0022508,39.71692849,0,95951
-121.7738986,39.25078558,0,95953
-121.5851864,39.89161965,0,95954
-122.2073532,39.29414149,0,95955
-121.1363554,39.8380606,0,95956
-121.8282614,39.06219194,0,95957
-120.9206001,39.33850688,0,95959
-121.0443017,39.38980153,0,95960
-121.5575959,39.03342167,0,95961
-121.2662867,39.3459443,0,95962
-122.2621063,39.73634477,0,95963
-121.5960278,39.59468524,1,95965
-121.428191,39.47123805,1,95966
-82.42948769,27.95103793,2,33605
-84.68734321,35.03523255,0,37362
-82.46469692,27.93126388,1,33606
-85.06427879,35.11404273,0,37363
-85.56120603,35.38229393,0,37365
-76.84129747,37.70647693,0,23085
-82.08733273,39.81818221,0,43777
-81.37624371,40.00714363,0,43778
-88.31790678,46.71673364,3,49946
-81.42434011,39.81619803,0,43779
-77.05337241,37.66279942,0,23086
-89.59716762,46.38695053,0,49947
-81.43856329,39.91753143,0,43780
-76.90373778,37.46308217,0,23089
-82.21733526,39.61844511,0,43782
-76.80508271,37.64794919,0,23091
-89.01734728,46.72146518,0,49948
-76.51351958,37.60186797,0,23092
-82.28406292,39.80420471,0,43783
-81.27701229,39.71046441,0,43786
-88.11890938,47.38261113,0,49950
-88.78871403,46.69701054,0,49952
-81.80620234,39.53138583,0,43787
-89.2105063,42.67239566,0,53537
-87.76795564,40.13280359,0,61858
-87.96118436,40.15414149,0,61859
-87.95181891,40.30629726,0,61862
-88.27960687,39.90571658,0,61863
-88.86437721,42.92089,2,53538
-90.28491442,43.22926184,0,53540
-88.14673923,39.97960198,0,61864
-90.0293529,42.56615098,0,53541
-87.80254659,40.30449906,0,61865
-90.36076295,43.05435204,0,53543
-89.91446007,42.88251813,0,53544
-88.15399707,40.31208778,1,61866
-89.04049261,42.73549104,2,53545
-87.61837649,39.89755152,0,61870
-87.9680425,40.19022233,0,61871
-88.37717033,39.93867433,0,61872
-88.03922932,40.13779491,0,61873
-88.25694132,40.05123933,0,61874
-88.41950495,40.1005298,0,61875
-88.94911894,42.65265875,1,53546
-87.83412259,39.90513509,0,61876
-88.07871188,39.99412874,0,61877
-88.14942799,40.23971185,0,61878
-88.24581458,39.97359768,0,61880
-89.12870633,42.68536483,1,53548
-88.75998711,40.11349687,0,61882
-84.26993729,36.26641919,0,37714
-83.96052857,36.55422824,0,37715
-81.81396188,28.08720636,1,33823
-84.16805981,36.0995429,0,37716
-84.42938057,36.02241486,0,37719
-83.80703604,36.13177471,0,37721
-83.23450387,35.80701982,0,37722
-70.61518724,41.45866875,0,2568
-70.6971785,41.76072276,1,2571
-70.65528871,41.39976391,0,2575
-70.76370268,41.77805703,0,2576
-70.00733268,41.25884502,0,2584
-70.29672103,41.66005735,1,2601
-70.30314599,41.70465678,0,2630
-70.06949079,41.74710003,0,2631
-70.34749487,41.66055794,0,2632
-69.97221665,41.68892221,0,2633
-70.44053435,41.62324985,0,2635
-70.27235974,41.70570223,0,2637
-70.1950864,41.73279192,0,2638
-70.13571482,41.66587839,0,2639
-70.15266528,41.75127939,0,2641
-69.97526213,41.84019063,0,2642
-69.93347674,41.76749863,0,2643
-70.51011975,41.68435938,0,2644
-70.06083206,41.70421341,0,2645
-70.07216533,41.67033851,0,2646
-70.30701118,41.63082025,0,2647
-70.4163279,41.67069064,0,2648
-70.49037984,41.61720705,0,2649
-69.96588279,41.70342882,0,2650
-96.17112447,32.73742213,0,75161
-96.11030216,32.16758396,0,75163
-96.30790977,33.0658952,0,75164
-92.06052581,30.17283058,5,70503
-106.8671275,40.54802362,1,80487
-106.8181839,40.44870318,0,80488
-106.0000533,39.67075258,0,80497
-92.08131453,30.19548925,9,70506
-106.2271813,39.77488391,0,80498
-96.79745376,32.36911637,1,75165
-92.03051044,30.28173132,2,70507
-96.45018155,33.01244394,0,75166
-96.91516376,32.35887395,0,75167
-105.1029313,40.16473742,1,80501
-92.02857258,30.15549311,6,70508
-95.99655941,32.70455832,0,75169
-105.2036545,40.17000176,0,80503
-96.67516447,32.60481552,0,75172
-96.39102873,33.05924203,0,75173
-92.19965497,29.89811645,4,70510
